"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902495","GO:1902495","transmembrane transporter complex","104/2993","356/17988",1.73140776676723e-09,4.40890620608942e-08,3.92495820812271e-08,"Ndufa9/Calm1/Gabrg1/Gria3/Ndufa11/Ndufb2/Ndufs3/Atp5mc1/Atp1a4/Cacna2d2/Ndufs2/Ndufa2/Chrne/Ndufa1/Atp5mc3/Scn1b/Calm3/Ndufa12/Ndufs7/Uqcr11/Best3/Hcn2/Cacna1g/Dlg4/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Smdt1/Cyc1/Ndufb4/Ndufa5/Slc26a6/Clic5/Ndufv3/Ndufv2/Ndufb8/Ccdc51/Uqcrc1/Ndufs1/Ndufb3/Cnga3/Ndufa10/Atp1b1/Ndufa8/Chrna4/Ndufb5/Trpc4/Kcnq5/Dmac1/Lrrc38/Ndufs5/Abcb8/Ndufa4/Clcn1/Ndufc2/Ndufab1/Uqcrc2/Ndufb11/Abhd12/Ndufb7/Cacna1a/Ndufa3/Ndufa13/Calm2/Ndufc1/Kcnk2/Ndufv1/Atp6v0a2/Kcna7/Ostm1/Kcnh2/Uqcrfs1/Ptpa/Ndufb10/Stac3/Lrrc52/Cacna2d4/Kcna10/Uqcrq/Kcng4/Scn4b/Kcnb1/Dmac2/Kcnc1/Fxyd2/Uqcr10/Ndufs8/Dpp6/Akap6/Kcnc3/Kcnma1/Uqcrh/Ndufb6/Grid2/Uqcc3/Kcng1/Lrrc55/Scn2a/Cacng6/Slc5a3/Kcnb2/Ndufb1",104
"GO:1990351","GO:1990351","transporter complex","109/2993","382/17988",3.04843305782312e-09,7.4949405869927e-08,6.67225093962737e-08,"Ndufa9/Calm1/Gabrg1/Gria3/Ndufa11/Ndufb2/Ndufs3/Atp5mc1/Atp1a4/Cacna2d2/Ndufs2/Ndufa2/Chrne/Ndufa1/Atp5mc3/Scn1b/Calm3/Ndufa12/Ndufs7/Uqcr11/Best3/Timm13/Hcn2/Cacna1g/Dlg4/Uqcrb/Ndufs6/Ndufs4/Ndufb9/Ndufa6/Smdt1/Cyc1/Ndufb4/Ndufa5/Slc26a6/Clic5/Ndufv3/Ndufv2/Ndufb8/Ccdc51/Uqcrc1/Ndufs1/Ndufb3/Cnga3/Ndufa10/Atp1b1/Ndufa8/Timm10/Chrna4/Ndufb5/Trpc4/Kcnq5/Dmac1/Lrrc38/Ndufs5/Abcb8/Ndufa4/Clcn1/Ergic2/Ndufc2/Ndufab1/Uqcrc2/Ndufb11/Abhd12/Ndufb7/Cacna1a/Ndufa3/Ndufa13/Calm2/Ndufc1/Kcnk2/Ndufv1/Atp6v0a2/Kcna7/Ostm1/Kcnh2/Uqcrfs1/Ptpa/Ndufb10/Stac3/Lrrc52/Cacna2d4/Kcna10/Uqcrq/Kcng4/Scn4b/Timm8a1/Kcnb1/Dmac2/Kcnc1/Fxyd2/Uqcr10/Ndufs8/Atp8b2/Dpp6/Akap6/Kcnc3/Kcnma1/Uqcrh/Ndufb6/Grid2/Uqcc3/Kcng1/Lrrc55/Scn2a/Cacng6/Slc5a3/Kcnb2/Ndufb1",109
"GO:0098644","GO:0098644","complex of collagen trimers","15/2993","19/17988",3.97718051235685e-09,9.45243235103478e-08,8.4148766629866e-08,"Col1a1/Col5a3/Col2a1/Col11a2/Col5a2/Col3a1/Col5a1/Col11a1/Col1a2/Col4a5/Col4a1/Col4a2/Lum/Col4a4/Col4a3",15
"GO:0031970","GO:0031970","organelle envelope lumen","36/2993","82/17988",5.88443655211014e-09,1.35342040698533e-07,1.20486086279199e-07,"Fkbp10/Clpb/Cacybp/Prelid3b/Timm13/Pnpt1/Nln/Plaat1/Igf2r/Uqcc2/Ndufs1/Myoc/Ndufa8/Timm10/Alpl/Triap1/Arl2bp/Ndufb7/Chchd4/Aifm1/Opa1/Sdhaf3/Dusp18/Timm8a1/Coa7/Timm29/Ggnbp1/Sorl1/Chchd10/Coa6/Immt/Sirt5/Cycs/Htra2/Chchd2/Mix23",36
"GO:0005741","GO:0005741","mitochondrial outer membrane","66/2993","198/17988",6.18588240089253e-09,1.37829192244887e-07,1.22700233149283e-07,"Tomm40l/Mgst1/Vdac3/Atad1/Rhot1/Akap1/Mief2/Acsl1/Rtn4ip1/Aifm2/Vdac1/Myo19/S2bpcox16/Vdac2/Tomm22/Samm50/Tomm70a/Dnm1l/Cox14/Slc11a2/Bnip1/Slc25a46/Gpam/Fundc1/Rhot2/Gdap1/Abcb6/Epha4/Myoc/Miga2/Mtx2/Armc1/Mfn1/Cisd2/Slc44a1/Mfn2/Nipsnap2/Pgam5/Dmpk/Fundc2/Acsl4/Slc25a4/Cyb5b/Exd2/Pebp1/Aifm1/Mavs/Nme1/Cisd1/Tigar/Opa1/Phb1/Dnajc11/Mul1/Vps13a/Slc25a47/Armcx3/Rab11fip5/Slc44a2/Bcl2/Hadhb/Tomm5/Prnp/Bcl2l2/Synj2bp/Tomm20",66
"GO:0005777","GO:0005777","peroxisome","52/2993","142/17988",6.98075204156855e-09,1.44348360851897e-07,1.28503818695938e-07,"Fndc5/Pex19/Mgst1/Atad1/Acot8/Acsl1/Pex7/Ephx2/Dhrs4/Rida/Plaat1/Dnm1l/Ehhadh/Nudt12/Isoc1/Prdx5/Hspd1/Pecr/Phyh/Vim/Crat/Nudt17/Abcd3/Hsdl2/Scp2/Hmgcl/Pex10/Acox3/Pex11a/Far1/Acsl4/Abcd1/Nudt7/Gnpat/Nudt19/Acaa1a/Pnpla8/Mavs/Tmem135/Mul1/Mvk/Agps/Dhrs7b/Ptgr3/Abcd2/Idi1/Serhl/Fdps/Plaat3/Ddo/Acad11/Mpv17",52
"GO:0042579","GO:0042579","microbody","52/2993","142/17988",6.98075204156855e-09,1.44348360851897e-07,1.28503818695938e-07,"Fndc5/Pex19/Mgst1/Atad1/Acot8/Acsl1/Pex7/Ephx2/Dhrs4/Rida/Plaat1/Dnm1l/Ehhadh/Nudt12/Isoc1/Prdx5/Hspd1/Pecr/Phyh/Vim/Crat/Nudt17/Abcd3/Hsdl2/Scp2/Hmgcl/Pex10/Acox3/Pex11a/Far1/Acsl4/Abcd1/Nudt7/Gnpat/Nudt19/Acaa1a/Pnpla8/Mavs/Tmem135/Mul1/Mvk/Agps/Dhrs7b/Ptgr3/Abcd2/Idi1/Serhl/Fdps/Plaat3/Ddo/Acad11/Mpv17",52
"GO:0019867","GO:0019867","outer membrane","72/2993","224/17988",7.47724313492409e-09,1.44348360851897e-07,1.28503818695938e-07,"Tomm40l/Trappc2b/Nutf2/Mgst1/Vdac3/Atad1/Rhot1/Akap1/Mief2/Acsl1/Rtn4ip1/Aifm2/Vdac1/Myo19/S2bpcox16/Vdac2/Tomm22/Samm50/Tomm70a/Dnm1l/Cox14/Slc11a2/Bnip1/Slc25a46/Gpam/Fundc1/Rhot2/Gdap1/Abcb6/Epha4/Myoc/Miga2/Mtx2/Armc1/Mfn1/Cisd2/Slc44a1/Mfn2/Nipsnap2/Pgam5/Dmpk/Fundc2/Acsl4/Slc25a4/Cyb5b/Ptgs2/Exd2/Pebp1/Aifm1/Mavs/Nme1/Cisd1/Tigar/Opa1/Phb1/Dnajc11/Mul1/Vps13a/Tmem53/Slc25a47/Armcx3/Rab11fip5/Slc44a2/Bcl2/Dhcr7/Hadhb/Eno1/Tomm5/Prnp/Bcl2l2/Synj2bp/Tomm20",72
"GO:0031968","GO:0031968","organelle outer membrane","72/2993","224/17988",7.47724313492409e-09,1.44348360851897e-07,1.28503818695938e-07,"Tomm40l/Trappc2b/Nutf2/Mgst1/Vdac3/Atad1/Rhot1/Akap1/Mief2/Acsl1/Rtn4ip1/Aifm2/Vdac1/Myo19/S2bpcox16/Vdac2/Tomm22/Samm50/Tomm70a/Dnm1l/Cox14/Slc11a2/Bnip1/Slc25a46/Gpam/Fundc1/Rhot2/Gdap1/Abcb6/Epha4/Myoc/Miga2/Mtx2/Armc1/Mfn1/Cisd2/Slc44a1/Mfn2/Nipsnap2/Pgam5/Dmpk/Fundc2/Acsl4/Slc25a4/Cyb5b/Ptgs2/Exd2/Pebp1/Aifm1/Mavs/Nme1/Cisd1/Tigar/Opa1/Phb1/Dnajc11/Mul1/Vps13a/Tmem53/Slc25a47/Armcx3/Rab11fip5/Slc44a2/Bcl2/Dhcr7/Hadhb/Eno1/Tomm5/Prnp/Bcl2l2/Synj2bp/Tomm20",72
"GO:0044391","GO:0044391","ribosomal subunit","67/2993","203/17988",7.49072840325413e-09,1.44348360851897e-07,1.28503818695938e-07,"Mcts1/Ddx3x/Mrpl10/Rpl3l/Mrpl2/Mrpl4/Mrpl49/Mrps25/Mrps18c/Mrpl58/Mrpl45/Mrps24/Mrpl36/Mrpl57/Mrpl13/Mrpl40/Mrpl39/Mrps23/Mrpl14/Mrps18a/Mrpl28/Mrpl27/Mrpl16/Mrpl21/Mrpl43/Mrpl30/Mrpl44/Mrps5/Mrpl9/Mrpl37/Nsun4/Mrpl1/Mrps33/Mrpl53/Mrpl19/Mrpl51/Mrps11/Mrpl46/Mrpl48/Mrpl17/Mrps31/Mrps22/Mrpl3/Mrpl15/Mrpl34/Mrpl55/Mrpl47/Mrpl12/Mrps6/Mrps35/Mrps28/Mrps27/Mrpl50/Mrps12/Mrps7/Mrps16/Mrpl35/Mrpl18/Mrps14/Mrps9/Mrpl42/Chchd1/Ptcd3/Rpl7l1/Aurkaip1/Dap3/Mrpl33",67
"GO:0005758","GO:0005758","mitochondrial intermembrane space","32/2993","69/17988",7.91236998895821e-09,1.484610474244e-07,1.32165072114731e-07,"Fkbp10/Clpb/Prelid3b/Timm13/Pnpt1/Nln/Uqcc2/Ndufs1/Myoc/Ndufa8/Timm10/Alpl/Triap1/Arl2bp/Ndufb7/Chchd4/Aifm1/Opa1/Sdhaf3/Dusp18/Timm8a1/Coa7/Timm29/Ggnbp1/Chchd10/Coa6/Immt/Sirt5/Cycs/Htra2/Chchd2/Mix23",32
"GO:0005581","GO:0005581","collagen trimer","34/2993","77/17988",1.29399438943505e-08,2.36568717863382e-07,2.10601516013316e-07,"Col6a1/Col18a1/Col1a1/Col5a3/Col26a1/C1qtnf1/Col6a2/C1qtnf6/Col2a1/Emilin2/Col11a2/Col5a2/Col3a1/Col5a1/Col11a1/Col24a1/Col15a1/Col1a2/Col4a5/Col4a1/Col4a2/Col12a1/Emid1/Lum/Col16a1/Col6a6/C1qtnf2/Col6a3/C1ql3/Col8a2/C1qtnf3/Col4a4/Col8a1/Col4a3",34
"GO:0005750","GO:0005750","mitochondrial respiratory chain complex III","10/2993","10/17988",1.6061587156243e-08,2.79314918107347e-07,2.48655636847612e-07,"Uqcr11/Uqcrb/Cyc1/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq/Uqcr10/Uqcrh/Uqcc3",10
"GO:0045275","GO:0045275","respiratory chain complex III","10/2993","10/17988",1.6061587156243e-08,2.79314918107347e-07,2.48655636847612e-07,"Uqcr11/Uqcrb/Cyc1/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq/Uqcr10/Uqcrh/Uqcc3",10
"GO:0009295","GO:0009295","nucleoid","24/2993","48/17988",9.71921613724815e-08,1.6115816525251e-06,1.43468478109195e-06,"Dbt/Tfam/Dnaja3/Sod2/Slc25a5/Acadvl/Supv3l1/Vdac1/Vdac2/Lrpprc/Uqcc2/Twnk/Atp5f1b/Hadha/Fastkd2/Atad3a/Tfb1m/Lonp1/Grsf1/Trmt10c/Tefm/Mterf2/Hadhb/Tufm",24
"GO:0042645","GO:0042645","mitochondrial nucleoid","24/2993","48/17988",9.71921613724815e-08,1.6115816525251e-06,1.43468478109195e-06,"Dbt/Tfam/Dnaja3/Sod2/Slc25a5/Acadvl/Supv3l1/Vdac1/Vdac2/Lrpprc/Uqcc2/Twnk/Atp5f1b/Hadha/Fastkd2/Atad3a/Tfb1m/Lonp1/Grsf1/Trmt10c/Tefm/Mterf2/Hadhb/Tufm",24
"GO:0045263","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","10/2993","11/17988",1.50027267102768e-07,2.43112366918803e-06,2.16426894887486e-06,"Atp5pb/Atp5mc1/Atp5mc3/Atp5pf/Atp5po/Atp5pd/Atp5mf/Atp5mg/Atp5me/Dmac2l",10
"GO:0005840","GO:0005840","ribosome","74/2993","251/17988",2.49882521162464e-07,3.95924972419637e-06,3.52465871955475e-06,"Mcts1/Ddx3x/Mrpl10/Rpl3l/Mrpl2/Mrpl4/Mrpl49/Mrps25/Mrps18c/Mrpl58/Mrpl45/Pnpt1/Mrps24/Mrpl36/Mrpl57/Mrpl13/Mrpl40/Mrpl39/Mrps23/Mrpl14/Mrps18a/Mrpl28/Mrpl27/Mrpl16/Mrpl21/Mrpl43/Mrpl30/Mrpl44/Mrps5/Mrpl9/Mrpl37/Nsun4/Mrpl1/Mrps33/Mrpl53/Mrpl19/Mrpl51/Mrps11/Mrpl46/Mrpl48/Mrpl17/Mrps31/Rsl24d1/Mrps22/Nck1/Mrpl3/Larp4b/Mrpl15/Mrpl34/Mrpl55/Mrpl47/Mtg1/Mrpl12/Mrps6/Mrps35/Mrps28/Mrps27/Mrpl50/Mrps12/Mrps7/Mrps16/Mrpl35/Mrpl18/Mrps14/Rnf14/Mrps9/Mrpl42/Chchd1/Ptcd3/Rpl7l1/Aurkaip1/Dap3/Mrpl33/Hspa14",74
"GO:0005583","GO:0005583","fibrillar collagen trimer","10/2993","12/17988",7.64576286858572e-07,1.15987849474503e-05,1.03256327206208e-05,"Col1a1/Col5a3/Col2a1/Col11a2/Col5a2/Col3a1/Col5a1/Col11a1/Col1a2/Lum",10
"GO:0098643","GO:0098643","banded collagen fibril","10/2993","12/17988",7.64576286858572e-07,1.15987849474503e-05,1.03256327206208e-05,"Col1a1/Col5a3/Col2a1/Col11a2/Col5a2/Col3a1/Col5a1/Col11a1/Col1a2/Lum",10
"GO:0000276","GO:0000276","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","9/2993","10/17988",8.23177872035139e-07,1.2227621307522e-05,1.08854442288857e-05,"Atp5pb/Atp5mc1/Atp5mc3/Atp5pf/Atp5po/Atp5pd/Atp5mf/Atp5mg/Atp5me",9
"GO:0015934","GO:0015934","large ribosomal subunit","43/2993","126/17988",1.27162601426146e-06,1.85034560850698e-05,1.64724057271678e-05,"Mrpl10/Rpl3l/Mrpl2/Mrpl4/Mrpl49/Mrpl58/Mrpl45/Mrpl36/Mrpl57/Mrpl13/Mrpl40/Mrpl39/Mrpl14/Mrps18a/Mrpl28/Mrpl27/Mrpl16/Mrpl21/Mrpl43/Mrpl30/Mrpl44/Mrpl9/Mrpl37/Nsun4/Mrpl1/Mrpl53/Mrpl19/Mrpl51/Mrpl46/Mrpl48/Mrpl17/Mrpl3/Mrpl15/Mrpl34/Mrpl55/Mrpl47/Mrpl12/Mrpl50/Mrpl35/Mrpl18/Mrpl42/Rpl7l1/Mrpl33",43
"GO:0030016","GO:0030016","myofibril","65/2993","223/17988",2.01942633722394e-06,2.87970195688134e-05,2.56360859230744e-05,"Calm1/Mef2c/Ctnnb1/Casq1/Homer1/Myod1/Tnnc2/Jph2/Calm3/Pdlim4/Habp4/Pdlim7/Ldb3/Ppp3cb/Vcl/Bin1/Pgm1/Sphkap/Ppp2r5a/Ak1/Xirp2/Smtnl1/Anxa5/Tmod1/Tpm2/Rtn2/Ilk/Tnni2/Itgb1bp2/Ank1/Mmp2/Acta1/Cryab/Polr2m/Tpm1/Fhl3/Pygm/Ank2/Myh2/Fhod3/Ky/Calm2/Hrc/Nexn/Stub1/Smpx/Lman1/S100a1/Lmod3/Adra1a/Myoz3/Synpo2/Trim32/Actn2/Kcnn2/Kbtbd13/Myh1/Myl3/Myl1/Cav3/Actg1/Actc1/Sco1/Ppp1r12b/Sco2",65
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","21/2993","45/17988",2.58396027858582e-06,3.6124778012386e-05,3.21595056344117e-05,"Atp5pb/Atp5f1d/Atp5mc1/Atp5f1e/Atp5mc3/Atp6ap1/Atp6v1e1/Atp5mj/Atp5pf/Atp5po/Atp5f1b/Atp5f1a/Atp5f1c/Atp5pd/Atp6v0a2/Atp6v0a4/Atp5mf/Atp5mg/Atp5me/Dmac2l/Atp5mk",21
"GO:0030017","GO:0030017","sarcomere","59/2993","198/17988",2.72404242908542e-06,3.73508125372674e-05,3.3250963253816e-05,"Calm1/Mef2c/Ctnnb1/Casq1/Homer1/Tnnc2/Jph2/Calm3/Pdlim4/Habp4/Pdlim7/Ldb3/Ppp3cb/Vcl/Bin1/Pgm1/Sphkap/Ppp2r5a/Ak1/Xirp2/Smtnl1/Anxa5/Tmod1/Tpm2/Rtn2/Tnni2/Itgb1bp2/Ank1/Mmp2/Acta1/Cryab/Polr2m/Tpm1/Fhl3/Pygm/Ank2/Myh2/Fhod3/Ky/Calm2/Hrc/Nexn/Stub1/Smpx/Lman1/S100a1/Lmod3/Adra1a/Myoz3/Synpo2/Trim32/Actn2/Kcnn2/Kbtbd13/Myh1/Myl3/Cav3/Actc1/Ppp1r12b",59
"GO:0045240","GO:0045240","dihydrolipoyl dehydrogenase complex","10/2993","13/17988",2.81485075352496e-06,3.78677091936472e-05,3.37111222318878e-05,"Dlat/Dbt/Dlst/Pdhx/Ogdh/Dld/Pdhb/Bckdk/Bckdha/Mrps36",10
"GO:0030062","GO:0030062","mitochondrial tricarboxylic acid cycle enzyme complex","9/2993","11/17988",3.85235559423082e-06,5.00974966524366e-05,4.45984948422814e-05,"Dbt/Idh3g/Dld/Idh3b/Bckdk/Idh3a/Suclg1/Bckdha/Mrps36",9
"GO:0043292","GO:0043292","contractile fiber","67/2993","236/17988",3.86446327613466e-06,5.00974966524366e-05,4.45984948422814e-05,"Calm1/Mef2c/Ctnnb1/Casq1/Homer1/Myod1/Tnnc2/Jph2/Calm3/Pdlim4/Habp4/Pdlim7/Ldb3/Ppp3cb/Vcl/Bin1/Pgm1/Sphkap/Dbi/Ppp2r5a/Ak1/Xirp2/Smtnl1/Anxa5/Tmod1/Tpm2/Rtn2/Ilk/Tnni2/Itgb1bp2/Ank1/Mmp2/Acta1/Cryab/Polr2m/Tpm1/Fhl3/Pygm/Ank2/Myh2/Fhod3/Ky/Calm2/Hrc/Nexn/Stub1/Npnt/Smpx/Lman1/S100a1/Lmod3/Adra1a/Myoz3/Synpo2/Trim32/Actn2/Kcnn2/Kbtbd13/Myh1/Myl3/Myl1/Cav3/Actg1/Actc1/Sco1/Ppp1r12b/Sco2",67
"GO:0033177","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","12/2993","20/17988",1.48208496122008e-05,0.000188701174526771,0.000167988201431524,"Atp5pb/Atp5mc1/Atp5mc3/Atp5pf/Atp5po/Atp5pd/Atp6v0a2/Atp6v0a4/Atp5mf/Atp5mg/Atp5me/Dmac2l",12
"GO:0001527","GO:0001527","microfibril","8/2993","13/17988",0.000338924620910661,0.00416643542602244,0.00370910247566477,"Adamts10/Fbn2/Efemp2/Fbn1/Mfap5/Ltbp4/Mfap4/Adamtsl5",8
"GO:0098799","GO:0098799","outer mitochondrial membrane protein complex","8/2993","13/17988",0.000338924620910661,0.00416643542602244,0.00370910247566477,"Tomm40l/Tomm22/Samm50/Mtx2/Mfn1/Dnajc11/Tomm5/Tomm20",8
"GO:0015935","GO:0015935","small ribosomal subunit","26/2993","82/17988",0.000564777775743347,0.00682519583228824,0.00607602138756892,"Mcts1/Ddx3x/Mrps25/Mrps18c/Mrps24/Mrps23/Mrps18a/Mrps5/Mrps33/Mrps11/Mrps31/Mrps22/Mrps6/Mrps35/Mrps28/Mrps27/Mrps12/Mrps7/Mrps16/Mrps14/Mrps9/Mrpl42/Chchd1/Ptcd3/Aurkaip1/Dap3",26
"GO:0031674","GO:0031674","I band","39/2993","143/17988",0.000892749728994455,0.0106088426128841,0.00944435239620449,"Ctnnb1/Casq1/Homer1/Jph2/Pdlim4/Pdlim7/Ldb3/Ppp3cb/Vcl/Bin1/Pgm1/Sphkap/Ppp2r5a/Xirp2/Smtnl1/Anxa5/Rtn2/Itgb1bp2/Ank1/Cryab/Polr2m/Fhl3/Pygm/Ank2/Ky/Hrc/Nexn/Stub1/S100a1/Adra1a/Myoz3/Synpo2/Actn2/Kcnn2/Kbtbd13/Myl3/Cav3/Actc1/Ppp1r12b",39
"GO:0005782","GO:0005782","peroxisomal matrix","12/2993","28/17988",0.000965977407245935,0.0111087401833282,0.00988937821000507,"Acot8/Pex7/Prdx5/Hspd1/Phyh/Abcd3/Scp2/Acox3/Nudt7/Gnpat/Acaa1a/Agps",12
"GO:0031907","GO:0031907","microbody lumen","12/2993","28/17988",0.000965977407245935,0.0111087401833282,0.00988937821000507,"Acot8/Pex7/Prdx5/Hspd1/Phyh/Abcd3/Scp2/Acox3/Nudt7/Gnpat/Acaa1a/Agps",12
"GO:0005742","GO:0005742","mitochondrial outer membrane translocase complex","7/2993","12/17988",0.00127384226681878,0.014191399003778,0.0126336659028245,"Tomm40l/Tomm22/Samm50/Mtx2/Dnajc11/Tomm5/Tomm20",7
"GO:0005744","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","7/2993","12/17988",0.00127384226681878,0.014191399003778,0.0126336659028245,"Timm50/Dnajc15/Grpel2/Timm21/Dnajc19/Timm17b/Timm17a",7
"GO:0030018","GO:0030018","Z disc","35/2993","129/17988",0.00175343717160222,0.0192162208270459,0.0171069331345814,"Ctnnb1/Casq1/Homer1/Jph2/Pdlim4/Pdlim7/Ldb3/Ppp3cb/Vcl/Bin1/Pgm1/Sphkap/Ppp2r5a/Xirp2/Anxa5/Rtn2/Itgb1bp2/Ank1/Cryab/Fhl3/Pygm/Ank2/Ky/Hrc/Nexn/Stub1/S100a1/Adra1a/Myoz3/Synpo2/Actn2/Kcnn2/Kbtbd13/Cav3/Ppp1r12b",35
"GO:0046930","GO:0046930","pore complex","11/2993","26/17988",0.00177878060951617,0.0192162208270459,0.0171069331345814,"Tomm40l/Vdac3/Slc25a5/Cd34/Vdac1/Vdac2/Ppif/Slc25a4/Bcl2/Afdn/C7",11
"GO:0005614","GO:0005614","interstitial matrix","8/2993","16/17988",0.00211420354108168,0.0224989123103169,0.0200292967049843,"Igf1/Ccdc80/Smoc2/Vit/Tnc/Abi3bp/Egflam/Ecm2",8
"GO:0005778","GO:0005778","peroxisomal membrane","15/2993","45/17988",0.00468613488680198,0.0484233938302871,0.0431081515902608,"Pex19/Mgst1/Atad1/Acsl1/Dhrs4/Pecr/Abcd3/Pex10/Pex11a/Far1/Abcd1/Gnpat/Pnpla8/Mavs/Abcd2",15
"GO:0031903","GO:0031903","microbody membrane","15/2993","45/17988",0.00468613488680198,0.0484233938302871,0.0431081515902608,"Pex19/Mgst1/Atad1/Acsl1/Dhrs4/Pecr/Abcd3/Pex10/Pex11a/Far1/Abcd1/Gnpat/Pnpla8/Mavs/Abcd2",15
"GO:0031430","GO:0031430","M band","8/2993","18/17988",0.00525944493534796,0.0535712034129013,0.0476909067069897,"Ppp2r5a/Smtnl1/Ank1/Cryab/Ank2/Smpx/S100a1/Lmod3",8
"GO:0042383","GO:0042383","sarcolemma","41/2993","167/17988",0.00552636504676497,0.0554971588499074,0.0494054577197817,"Cav2/Col6a1/Sgca/Casq1/Slc2a4/Scn1b/Esr1/Lama2/Col6a2/Sgcd/Ppp3cb/Vcl/Popdc2/Adcy6/Bsg/Cdh2/Bin1/Itgb1/Atp1b1/Gnas/Anxa5/Clcn1/Sspn/Rtn2/Ank1/Got2/Prkar2a/Cd59a/Ank2/Ppp3r1/Fxyd1/Cib2/Adra1a/Col6a3/Kcnn2/Akap6/Cav3/Cd59b/Bves/Scn2a/Cacng6",41
"GO:1905360","GO:1905360","GTPase complex","13/2993","38/17988",0.00643753817306052,0.0636686793203848,0.0566800230755032,"Gna12/Gnat2/Gng4/Gnb3/Sos1/Hras/Gnas/Rragd/Gnb5/Gng11/Gng12/Gng10/Gng5",13
"GO:0030061","GO:0030061","mitochondrial crista","7/2993","15/17988",0.00651867263729045,0.0636686793203848,0.0566800230755032,"Akap1/Tmem70/Hspd1/Cibar1/Fdx1/Opa1/Bcl2",7
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network","11/2993","30/17988",0.00661514536046544,0.0637378194866467,0.0567415740022853,"Rtn4/Rab10/Parp8/Spast/Parp6/Asph/Stim1/C2cd2l/Tmem201/Reep1/Atl2",11
"GO:0032045","GO:0032045","guanyl-nucleotide exchange factor complex","8/2993","19/17988",0.00777605152455107,0.0739243298267322,0.0658099518498848,"C9orf72/Lamtor1/Dgki/Wdr41/Lamtor4/Rap1a/Rasgrp3/Lamtor5",8
"GO:0005865","GO:0005865","striated muscle thin filament","9/2993","23/17988",0.00846703200711988,0.0794341292246904,0.0707149626079402,"Tnnc2/Tmod1/Tpm2/Tnni2/Acta1/Tpm1/Fhod3/Lmod3/Actn2",9
"GO:0036379","GO:0036379","myofilament","10/2993","27/17988",0.00874624137703898,0.080987923400374,0.0720982030123651,"Tnnc2/Tmod1/Tpm2/Tnni2/Acta1/Tpm1/Fhod3/Lmod3/Trim32/Actn2",10
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","21/2993","75/17988",0.00923684302112049,0.0837303089734604,0.074539567891041,"Calm1/Calm3/Hcn2/Kcnq5/Lrrc38/Calm2/Kcnk2/Kcna7/Kcnh2/Lrrc52/Kcna10/Kcng4/Kcnb1/Kcnc1/Dpp6/Kcnc3/Kcnma1/Kcng1/Lrrc55/Slc5a3/Kcnb2",21
"GO:0031594","GO:0031594","neuromuscular junction","28/2993","108/17988",0.00927727126073404,0.0837303089734604,0.074539567891041,"Efna2/Dnaja3/Large1/Chrne/Pls3/Cyth1/Akap1/Lama4/Lama2/Dlg4/Thbs4/Syngr1/Ache/Itgb1/Epha4/Serpine2/Lamc1/Postn/Epha7/Ptn/Vamp1/Col4a5/Cib2/Dok7/F2r/Cav3/Kcnc3/Tuba1a",28
"GO:0033178","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","7/2993","16/17988",0.00994437082323062,0.0886292049620429,0.078900731663264,"Atp5f1d/Atp5f1e/Atp6v1e1/Atp5po/Atp5f1b/Atp5f1a/Atp5f1c",7
"GO:0031672","GO:0031672","A band","12/2993","37/17988",0.0137534941895196,0.121064708112684,0.107775919379861,"Ppp2r5a/Smtnl1/Ank1/Cryab/Ank2/Myh2/Smpx/S100a1/Lmod3/Myh1/Myl3/Ppp1r12b",12
"GO:0031462","GO:0031462","Cul2-RING ubiquitin ligase complex","9/2993","25/17988",0.0154780674347691,0.134583683914517,0.119810971285825,"Klhdc2/Rbx1/Cul2/Klhdc10/Vhl/Zyg11b/Zyg11a/Commd1/Klhdc3",9
"GO:0014704","GO:0014704","intercalated disc","18/2993","65/17988",0.0170639918827176,0.146585857980453,0.130495714715012,"Ctnnb1/Scn1b/Vcl/Cdh2/Itgb1/Atp1b1/Anxa5/Ank2/Rangrf/Fxyd1/Scn4b/Prkca/Myh1/Akap6/Tmem65/Cav3/Slc31a1/Scn2a",18
"GO:0098636","GO:0098636","protein complex involved in cell adhesion","16/2993","56/17988",0.0176714163167934,0.149996664688972,0.133532130814867,"Itgb7/Lamb1/Nid1/Itga2/Vtn/Lama2/Itgb1/Lamc1/Itgb6/Itga4/Itgav/Tnc/Jam3/Itgbl1/Jam2/Lgals1",16
