"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04722","Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)","27/1364","119/7573",0.11343983670304,0.482846484428323,0.42865255434347,"18053/11651/19353/109880/11652/18803/23797/19164/73914/26406/18035/56637/19697/192662/18036/110651/16179/14388/107746/192656/18708/11911/56484/16476/65020/266632/20661",27
"mmu04071","Environmental Information Processing","Signal transduction","mmu04071","Sphingolipid signaling pathway - Mus musculus (house mouse)","27/1364","120/7573",0.122447508796302,0.514589530637624,0.45683281096555,"14679/11651/19353/11652/13033/76893/23797/20773/12062/17250/19697/18797/18805/18201/18762/21937/19354/230379/18798/208449/18708/52432/18754/13609/56632/21770/385643",27
"mmu04977","Organismal Systems","Digestive system","mmu04977","Vitamin digestion and absorption - Mus musculus (house mouse)","7/1364","24/7573",0.125584884721607,0.515598656106075,0.45772867377838,"21452/19300/17250/69698/79235/665270/20778",7
"mmu03050","Genetic Information Processing","Folding, sorting and degradation","mmu03050","Proteasome - Mus musculus (house mouse)","12/1364","47/7573",0.12579364802588,0.515598656106075,0.45772867377838,"19182/19185/21762/19170/22123/69077/19179/70247/26444/19181/57296/56436",12
"mmu04010","Environmental Information Processing","Signal transduction","mmu04010","MAPK signaling pathway - Mus musculus (house mouse)","60/1364","290/7573",0.129512533528368,0.519754892738018,0.461418420946877,"18053/11836/11651/19353/13163/109880/11652/18654/16001/16337/21687/21812/17762/23797/17347/26406/12299/12295/14573/17869/239556/30957/26410/225028/14102/19697/16177/26921/13714/12531/16176/14013/17346/53608/14254/21937/110651/14205/16179/319520/14182/114713/21813/17874/102626/18018/19354/232889/13197/14173/18188/11911/16002/329502/16476/14184/17187/266632/216869/13866",60
"mmu05226","Human Diseases","Cancer: specific types","mmu05226","Gastric cancer - Mus musculus (house mouse)","32/1364","146/7573",0.129938723184505,0.519754892738018,0.461418420946877,"11836/11651/107986/109880/12576/11652/21812/20181/23797/13543/19645/17869/56637/12575/17128/93687/16973/21416/22414/18669/56717/14388/21813/13197/22417/14173/12385/14369/18708/14366/12018/13866",32
"mmu04927","Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion - Mus musculus (house mouse)","15/1364","62/7573",0.135424442946356,0.532893217256128,0.473082120582486,"20683/432530/210044/104110/239556/18797/18584/16439/11606/20778/18798/77037/11911/16440/17200",15
"mmu05152","Human Diseases","Infectious disease: bacterial","mmu05152","Tuberculosis - Mus musculus (house mouse)","35/1364","162/7573",0.136433504417985,0.532893217256128,0.473082120582486,"16414/11651/11652/53970/13033/16803/16784/16706/23797/11783/15979/12914/12266/19697/14130/17533/16176/56619/21937/16409/16179/117149/17874/240354/108664/21898/192656/328572/257632/12608/56632/246256/14131/266632/19349",35
"mmu05161","Human Diseases","Infectious disease: viral","mmu05161","Hepatitis B - Mus musculus (house mouse)","32/1364","147/7573",0.138788789717539,0.53578928123515,0.47565313489487,"11836/11651/107986/109880/20848/11652/21812/17395/23797/11783/20851/18035/19645/17869/12914/12575/17128/13194/14102/19697/16179/16453/117149/21813/17874/18018/21898/18708/11911/16476/328572/266632",32
"mmu04611","Organismal Systems","Immune system","mmu04611","Platelet activation - Mus musculus (house mouse)","27/1364","122/7573",0.141746336766986,0.537812319704176,0.477449110707575,"14679/11651/22371/11652/23797/17931/432530/16416/210044/104110/107589/18797/18762/21391/16439/213435/232889/16399/18798/19045/18708/16440/19224/14729/329502/70549/14131",27
"mmu05231","Human Diseases","Cancer: overview","mmu05231","Choline metabolism in cancer - Mus musculus (house mouse)","22/1364","97/7573",0.142552663054119,0.537812319704176,0.477449110707575,"20683/11651/19353/11652/18803/23797/15251/12660/13139/64930/19730/18805/242687/19744/56717/13685/19354/232889/104418/18708/329502/16476",22
"mmu05211","Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma - Mus musculus (house mouse)","16/1364","68/7573",0.151324657026527,0.556470733520933,0.494013333499877,"11836/11651/19353/109880/11652/11863/23797/15251/12914/12575/14388/112407/107746/18708/16476/328572",16
"mmu04012","Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway - Mus musculus (house mouse)","19/1364","83/7573",0.153852574837424,0.556470733520933,0.494013333499877,"11836/11651/109880/12576/11652/18803/23797/20851/17869/208650/56637/12575/56717/13685/14388/12402/18708/16476/13866",19
"mmu05235","Human Diseases","Cancer: overview","mmu05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Mus musculus (house mouse)","20/1364","88/7573",0.1541607425062,0.556470733520933,0.494013333499877,"11651/20848/11652/18803/23797/15979/26406/18035/15251/19697/22637/18761/56717/18036/117149/17874/18018/21898/18708/16476",20
"mmu04922","Organismal Systems","Endocrine system","mmu04922","Glucagon signaling pathway - Mus musculus (house mouse)","22/1364","98/7573",0.154202733385319,0.556470733520933,0.494013333499877,"11651/11652/23797/93759/107476/110095/56421/14120/210044/12914/17691/18797/74343/108079/16439/110094/18798/100705/11911/16440/56458/328572",22
"mmu04215","Cellular Processes","Cell growth and death","mmu04215","Apoptosis - multiple species - Mus musculus (house mouse)","8/1364","30/7573",0.158196648377486,0.564745024315328,0.50135893090771,"18053/170770/12048/11783/12125/21937/11796/12018",8
"mmu04613","Organismal Systems","Immune system","mmu04613","Neutrophil extracellular trap formation - Mus musculus (house mouse)","37/1364","175/7573",0.160570506974753,0.567121365059765,0.50346855490404,"16414/11651/19353/22371/11652/15184/17969/15081/18803/23797/16416/12266/19697/18797/18602/20344/56717/74244/16409/19354/12363/16399/21898/18798/18708/14293/20345/12273/14289/246256/14131/232440/319156/15289/319151/319154/319149",37
"mmu04750","Organismal Systems","Sensory system","mmu04750","Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse)","24/1364","109/7573",0.165183173944442,0.57641616519219,0.511720121286662,"18803/432530/12062/18755/210044/104110/18797/226143/16177/15559/18761/16176/16439/232889/15558/171209/18798/19045/18708/16440/18754/329502/15465/385643",24
"mmu04662","Organismal Systems","Immune system","mmu04662","B cell receptor signaling pathway - Mus musculus (house mouse)","18/1364","79/7573",0.166991544811399,0.57641616519219,0.511720121286662,"11651/19353/11652/23797/18035/56637/19697/68713/14130/18036/240354/18018/19354/18708/16476/18733/18724/14728",18
"mmu05224","Human Diseases","Cancer: specific types","mmu05224","Breast cancer - Mus musculus (house mouse)","31/1364","145/7573",0.168778327312578,0.57641616519219,0.511720121286662,"11836/20683/11651/107986/109880/11652/16001/18132/23797/13543/19645/17869/56637/12575/93687/16973/21416/18128/22414/18129/56717/14182/13197/22417/14173/14369/18708/14366/16476/12018/13866",31
"mmu03022","Genetic Information Processing","Transcription","mmu03022","Basal transcription factors - Mus musculus (house mouse)","10/1364","40/7573",0.170146940327815,0.57641616519219,0.511720121286662,"14884/21374/70439/63856/226182/209361/270627/235459/228980/407786",10
"mmu00450","Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism - Mus musculus (house mouse)","5/1364","17/7573",0.17766639449027,0.59581053505828,0.528937697578689,"21743/23972/107869/229905/216443",5
"mmu05222","Human Diseases","Cancer: specific types","mmu05222","Small cell lung cancer - Mus musculus (house mouse)","20/1364","90/7573",0.18046906456941,0.599157294370441,0.531908821888788,"11651/107986/12576/11652/12048/16776/20181/23797/11783/18035/19645/17869/12575/19697/11796/16399/13197/18708/12018/17187",20
"mmu04218","Cellular Processes","Cell growth and death","mmu04218","Cellular senescence - Mus musculus (house mouse)","34/1364","163/7573",0.195080291259948,0.638601613610115,0.566925972767382,"11651/11652/21812/15257/104394/18412/23797/103213/93759/16009/12192/19645/17869/12575/19697/54354/12334/64930/19744/56717/16439/13685/19651/21813/18018/13197/231724/19045/18708/16440/56458/12193/56484/217708",34
"mmu05412","Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)","18/1364","81/7573",0.196196881289855,0.638601613610115,0.566925972767382,"13726/20392/11474/16416/12299/192897/53313/12295/21416/16404/13346/11937/16399/12385/13138/13405/20541/20649",18
"mmu05014","Human Diseases","Neurodegenerative disease","mmu05014","Amyotrophic lateral sclerosis - Mus musculus (house mouse)","67/1364","338/7573",0.206426916219529,0.660585020520228,0.586441996657146,"22154/19353/19182/13163/19386/56085/19185/108989/21762/12048/53319/19170/18412/545486/22123/69077/14778/74412/11783/22433/78943/19179/16593/11750/11744/20655/22143/50873/69654/74018/70247/226641/26444/66734/18645/21938/19181/56717/74781/21937/57296/12862/233908/22428/67443/233871/214585/69926/227613/17184/56087/56436/228361/76559/230908/11911/16440/15382/237782/54609/227699/330355/107939/229279/269966/14775/72124",67
"mmu05135","Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection - Mus musculus (house mouse)","28/1364","133/7573",0.207434661756517,0.660585020520228,0.586441996657146,"11651/19353/11652/18803/23797/18035/56637/19697/108100/22637/16176/242687/19303/110651/16179/17874/216799/18018/19354/68524/21898/18708/26431/16476/330662/54353/14131/266632",28
"mmu04666","Organismal Systems","Immune system","mmu04666","Fc gamma R-mediated phagocytosis - Mus musculus (house mouse)","20/1364","92/7573",0.208919961309108,0.660585020520228,0.586441996657146,"11651/19353/11652/17969/18803/23797/19264/14130/18805/242687/19354/13430/232889/18708/18754/329502/56632/330662/246256/14131",20
"mmu00380","Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism - Mus musculus (house mouse)","11/1364","47/7573",0.214414019569038,0.669682239587136,0.594518158162328,"21743/13078/100470/93747/209692/56752/11669/229905/11761/71724/213043",11
"mmu04928","Organismal Systems","Endocrine system","mmu04928","Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)","23/1364","108/7573",0.217848439383767,0.669682239587136,0.594518158162328,"14679/17387/11836/20683/109880/20181/432530/210044/104110/12575/16973/18797/18805/16439/14182/110385/75607/18798/11911/16440/216869/17938/75547",23
"mmu04935","Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action - Mus musculus (house mouse)","23/1364","108/7573",0.217848439383767,0.669682239587136,0.594518158162328,"14679/11651/20848/11652/18803/23797/16009/432530/20851/210044/104110/12914/56637/18797/56717/16439/18798/18708/11911/16440/16477/12702/328572",23
"mmu04142","Cellular Processes","Transport and catabolism","mmu04142","Lysosome - Mus musculus (house mouse)","27/1364","129/7573",0.222160563192699,0.674557084807072,0.59884585842099,"13423/13034/94178/13033/16784/11776/19141/67963/13039/11774/56722/11883/18145/16889/15211/12512/14387/18173/106039/108664/75612/432486/214505/15931/211329/235380/20661",27
"mmu04310","Environmental Information Processing","Signal transduction","mmu04310","Wnt signaling pathway - Mus musculus (house mouse)","35/1364","171/7573",0.225418304726631,0.674557084807072,0.59884585842099,"19353/21885/54612/19164/93759/13543/17869/27373/12914/56637/17128/93687/16973/18797/21416/21372/20671/81004/22414/67087/26965/14735/20377/18018/19354/226154/106042/20437/22417/18798/14369/14366/16476/67772/328572",35
"mmu05164","Human Diseases","Infectious disease: viral","mmu05164","Influenza A - Mus musculus (house mouse)","30/1364","145/7573",0.227076469306992,0.674557084807072,0.59884585842099,"217069/11651/11652/53319/23797/11783/15979/18035/54196/12914/14102/19697/16176/54188/21937/18036/17874/246727/216799/15894/21898/232989/18708/12702/328572/12018/266632/269966/24014/19326",30
"mmu04015","Environmental Information Processing","Signal transduction","mmu04015","Rap1 signaling pathway - Mus musculus (house mouse)","42/1364","208/7573",0.227561426199976,0.674557084807072,0.59884585842099,"14679/18053/16414/11651/19353/109880/11652/18654/16001/16337/21687/18803/23797/432530/16416/210044/104110/223864/75292/18797/54354/19730/18645/18762/14254/16409/14205/14182/19354/16399/14173/192786/107746/18798/21825/18708/217692/14924/14293/51791/70549/14184",42
"mmu00982","Metabolism","Xenobiotics biodegradation and metabolism","mmu00982","Drug metabolism - cytochrome P450 - Mus musculus (house mouse)","14/1364","63/7573",0.233920090897084,0.687269647591434,0.61013158315029,"68312/13106/14859/55990/14863/94284/14862/14870/11761/71724/621603/213043/394432/394435",14
"mmu04934","Human Diseases","Endocrine and metabolic disease","mmu04934","Cushing syndrome - Mus musculus (house mouse)","31/1364","151/7573",0.236544310824041,0.688883431522645,0.611564238510909,"14679/20683/214162/109880/12576/11863/432530/13543/210044/19645/104110/239556/56637/12575/18797/21416/18584/22414/16439/11606/22417/20778/18798/77037/14369/11911/16440/17200/381022/14366/19416",31
"mmu04820",NA,NA,"mmu04820","Cytoskeleton in muscle cells - Mus musculus (house mouse)","45/1364","226/7573",0.249347399043904,0.713749530442555,0.63363940559263,"13726/20392/98386/11717/11474/68802/13008/16416/192897/17883/17886/18810/17929/16404/13346/21956/21952/59069/433766/13717/71960/54004/16399/71409/77053/70435/233199/13138/21825/13405/93689/22138/70549/140781/212073/17885/50875/544791/20649/380698/21955/11735/668940/21924/64009",45
"mmu00480","Metabolism","Metabolism of other amino acids","mmu00480","Glutathione metabolism - Mus musculus (house mouse)","15/1364","69/7573",0.251126823353574,0.713749530442555,0.63363940559263,"68312/23887/14778/14859/69065/14630/269951/14782/16790/71522/14863/14862/14870/14775/625249",15
"mmu04270","Organismal Systems","Circulatory system","mmu04270","Vascular smooth muscle contraction - Mus musculus (house mouse)","26/1364","126/7573",0.251572738861947,0.713749530442555,0.63363940559263,"11836/109880/232807/17931/54140/432530/18755/13614/210044/104110/17886/107589/18797/18761/18160/16439/71960/11535/213435/11606/232889/18798/19045/16440/18754/329502",26
"mmu05160","Human Diseases","Infectious disease: viral","mmu05160","Hepatitis C - Mus musculus (house mouse)","29/1364","142/7573",0.255366558178226,0.713749530442555,0.63363940559263,"11836/11651/60363/22259/109880/20848/11652/27103/20181/23797/11783/18035/19766/19645/16341/17869/56637/12575/14102/19697/21937/246727/20778/12741/18708/52432/12702/12018/24014",29
"mmu00512","Metabolism","Glycan biosynthesis and metabolism","mmu00512","Mucin type O-glycan biosynthesis - Mus musculus (house mouse)","7/1364","29/7573",0.257981757991285,0.713749530442555,0.63363940559263,"20442/78754/72297/212996/233733/20446/20448",7
"mmu01523","Human Diseases","Drug resistance: antineoplastic","mmu01523","Antifolate resistance - Mus musculus (house mouse)","7/1364","29/7573",0.257981757991285,0.713749530442555,0.63363940559263,"20425/14450/17250/19697/22171/16176/239273",7
"mmu03083","Genetic Information Processing","Chromosome","mmu03083","Polycomb repressive complex - Mus musculus (house mouse)","17/1364","80/7573",0.26418685779135,0.715413127217685,0.635116282881902,"14055/22632/12914/21652/110962/54383/69587/29808/108155/241915/14123/228790/103551/52609/328572/17425/17187",17
"mmu04350","Environmental Information Processing","Signal transduction","mmu04350","TGF-beta signaling pathway - Mus musculus (house mouse)","22/1364","106/7573",0.264598517245896,0.715413127217685,0.635116282881902,"20683/21812/15903/104394/20185/12159/17869/12914/17128/26965/17125/21813/22041/16324/21825/21815/18121/11480/12167/328572/11481/434215",22
"mmu05167","Human Diseases","Infectious disease: viral","mmu05167","Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)","37/1364","185/7573",0.265047634481251,0.715413127217685,0.635116282881902,"11651/19353/20848/11652/18803/22187/23797/15979/78294/18035/15251/16195/19645/17869/12914/56637/12575/12266/14102/19697/21416/12768/66734/56717/16439/21937/67443/18018/14173/15894/18708/16440/14702/22695/16476/328572/12018",37
"mmu05166","Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)","45/1364","228/7573",0.27025500229514,0.723585973886989,0.642371822093713,"16414/18519/11651/12317/11652/21812/12048/21374/23797/52717/12330/432530/217232/26406/14534/20851/18035/210044/19645/104110/17869/12914/23872/12575/56310/17128/81601/19697/16177/16178/13714/74343/59008/21937/16453/21813/18018/15894/18708/11911/22695/100683/16476/70549/328572",45
"mmu04913","Organismal Systems","Endocrine system","mmu04913","Ovarian steroidogenesis - Mus musculus (house mouse)","11/1364","50/7573",0.281484346022011,0.74762242303446,0.663710457988741,"16001/16337/432530/171210/210044/104110/13078/232889/20778/329502/26897",11
"mmu05022","Human Diseases","Neurodegenerative disease","mmu05022","Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)","85/1364","445/7573",0.287306171259036,0.757028959190475,0.672061219319382,"11836/22154/19353/19182/13163/109880/19185/21762/12048/19170/18412/545486/18803/22123/69077/14778/17762/22187/19164/11783/78294/22433/78943/53313/13543/19179/16593/27373/56637/20655/22143/50873/67847/93687/14102/16973/19697/18797/69654/20617/74018/70247/12334/226641/56791/16176/26444/66734/22414/56228/21938/19181/56717/74781/16439/21937/50490/57296/20190/11937/12862/233908/22428/67443/233871/214585/69926/227613/22417/56087/56436/18798/215114/228361/14369/76559/230908/11911/217695/16440/237782/14366/330355/12018/14775",85
"mmu04720","Organismal Systems","Nervous system","mmu04720","Long-term potentiation - Mus musculus (house mouse)","14/1364","66/7573",0.293536353011127,0.767354875588142,0.681228171099175,"11836/109880/432530/223864/58200/12914/18797/16439/110651/18798/19045/11911/16440/328572",14
"mmu05163","Human Diseases","Infectious disease: viral","mmu05163","Human cytomegalovirus infection - Mus musculus (house mouse)","43/1364","220/7573",0.299809035428811,0.777629685643478,0.69034975263213,"14679/20683/11651/19353/12317/20848/11652/23797/432530/16416/18035/19766/210044/19645/104110/17869/56637/12575/72512/14102/19697/18797/12768/16177/12765/64930/16176/16194/19744/56717/19303/16439/21937/13685/18018/19354/18798/18708/11911/16440/14702/12018/75547",43
"mmu00830","Metabolism","Metabolism of cofactors and vitamins","mmu00830","Retinol metabolism - Mus musculus (house mouse)","14/1364","67/7573",0.314367140876394,0.791313903340693,0.702498075254895,"77974/226143/19682/241452/79235/11668/94284/11761/71724/20148/17252/213043/394432/394435",14
"mmu04623","Organismal Systems","Immune system","mmu04623","Cytosolic DNA-sensing pathway - Mus musculus (house mouse)","14/1364","67/7573",0.314367140876394,0.791313903340693,0.702498075254895,"13423/18035/19766/72512/19697/16176/56045/74414/69870/18036/26939/216799/22040/15951",14
"mmu04530","Cellular Processes","Cellular community - eukaryotes","mmu04530","Tight junction - Mus musculus (house mouse)","31/1364","157/7573",0.314562708973911,0.791313903340693,0.702498075254895,"60363/19353/74094/109711/217325/56217/17886/12394/22143/68188/83814/21873/54357/108079/18762/56449/21872/71960/70497/17999/56332/192786/12741/27494/52432/18754/14924/434204/22350/16476/13866",31
"mmu04136","Cellular Processes","Transport and catabolism","mmu04136","Autophagy - other - Mus musculus (house mouse)","7/1364","31/7573",0.319483479099476,0.791313903340693,0.702498075254895,"56486/56717/74781/57436/74244/245860/76559",7
"mmu00601","Metabolism","Glycan biosynthesis and metabolism","mmu00601","Glycosphingolipid biosynthesis - lacto and neolacto series - Mus musculus (house mouse)","6/1364","26/7573",0.322076950357507,0.791313903340693,0.702498075254895,"14538/14595/72297/26878/26877/14344",6
"mmu00910","Metabolism","Energy metabolism","mmu00910","Nitrogen metabolism - Mus musculus (house mouse)","4/1364","16/7573",0.322706688996102,0.791313903340693,0.702498075254895,"12351/14645/12346/56078",4
"mmu04370","Environmental Information Processing","Signal transduction","mmu04370","VEGF signaling pathway - Mus musculus (house mouse)","12/1364","57/7573",0.324152683296187,0.791313903340693,0.702498075254895,"11651/19353/11652/18803/23797/19303/102626/19354/232889/18708/329502/56632",12
"mmu05321","Human Diseases","Immune disease","mmu05321","Inflammatory bowel disease - Mus musculus (house mouse)","12/1364","57/7573",0.324152683296187,0.791313903340693,0.702498075254895,"20848/15979/19697/16174/16176/19885/16190/19883/18018/21898/16476/257632",12
"mmu04062","Organismal Systems","Immune system","mmu04062","Chemokine signaling pathway - Mus musculus (house mouse)","35/1364","180/7573",0.335535966356798,0.813123655696767,0.721859935304676,"14679/11651/19353/109880/20848/11652/17969/18803/20305/20308/23797/432530/20851/18035/210044/104110/56637/55985/20300/19697/18797/12768/12765/14191/18762/57349/19303/18036/16453/19354/18798/18708/14702/56484/216869",35
"mmu04072","Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway - Mus musculus (house mouse)","28/1364","143/7573",0.343793450147847,0.825201613655679,0.732582282256151,"11651/11652/16337/18803/23797/54140/432530/210044/104110/223864/18797/13139/12765/64930/19730/18805/19744/56717/14388/11606/13430/232889/18798/103967/104418/18708/329502/56632",28
"mmu00350","Metabolism","Amino acid metabolism","mmu00350","Tyrosine metabolism - Mus musculus (house mouse)","8/1364","37/7573",0.345491037042588,0.825201613655679,0.732582282256151,"100470/14085/18948/11761/71724/621603/237940/213043",8
"mmu00500","Metabolism","Carbohydrate metabolism","mmu00500","Starch and sucrose metabolism - Mus musculus (house mouse)","7/1364","32/7573",0.351141708719346,0.827505509364822,0.734627592334021,"27357/110095/14387/66681/14751/15275/11722",7
"mmu05207","Human Diseases","Cancer: overview","mmu05207","Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)","37/1364","192/7573",0.35144059283265,0.827505509364822,0.734627592334021,"14679/16211/11651/16600/68312/20848/11652/11863/20181/23797/432530/20851/210044/19645/104110/17869/15516/13078/19697/14859/18129/56717/231252/110651/13685/14173/14863/18708/11911/11555/16476/94284/14862/216869/56351/394432/394435",37
"mmu04392","Environmental Information Processing","Signal transduction","mmu04392","Hippo signaling pathway - multiple species - Mus musculus (house mouse)","6/1364","27/7573",0.356819801074846,0.834254746174993,0.74061930541851,"56289/64010/27373/16798/213391/22601",6
"mmu03430","Genetic Information Processing","Replication and repair","mmu03430","Mismatch repair - Mus musculus (house mouse)","5/1364","22/7573",0.362354704178071,0.836231195065233,0.742373920793485,"68275/18972/67967/18971/16881",5
"mmu00430","Metabolism","Metabolism of other amino acids","mmu00430","Taurine and hypotaurine metabolism - Mus musculus (house mouse)","4/1364","17/7573",0.367334471920972,0.836231195065233,0.742373920793485,"23887/246277/55990/71522",4
"mmu00603","Metabolism","Glycan biosynthesis and metabolism","mmu00603","Glycosphingolipid biosynthesis - globo and isoglobo series - Mus musculus (house mouse)","4/1364","17/7573",0.367334471920972,0.836231195065233,0.742373920793485,"20442/15211/215493/14344",4
"mmu04261","Organismal Systems","Circulatory system","mmu04261","Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)","29/1364","150/7573",0.367740224335916,0.836231195065233,0.742373920793485,"14679/11651/11652/16535/23797/432530/12299/53313/12295/210044/104110/223864/58200/18797/21956/59069/20544/11937/11606/20272/18798/19045/52432/11911/11555/140781/20541/21770/21924",29
"mmu04658","Organismal Systems","Immune system","mmu04658","Th1 and Th2 cell differentiation - Mus musculus (house mouse)","17/1364","87/7573",0.397258776855136,0.892979103686537,0.792752533393248,"18803/15979/20851/18035/19697/22637/18761/18128/18129/18036/16190/16453/18018/19664/103806/16476/433586",17
"mmu05218","Human Diseases","Cancer: specific types","mmu05218","Melanoma - Mus musculus (house mouse)","14/1364","71/7573",0.40064837907447,0.892979103686537,0.792752533393248,"11836/11651/107986/109880/11652/16001/23797/19645/12575/14182/13197/14173/18708/12018",14
"mmu00280","Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation - Mus musculus (house mouse)","11/1364","55/7573",0.403454414316206,0.892979103686537,0.792752533393248,"104776/100470/93747/56752/15360/11669/78894/66885/11761/71724/213043",11
"mmu04730","Organismal Systems","Nervous system","mmu04730","Long-term depression - Mus musculus (house mouse)","11/1364","55/7573",0.403454414316206,0.892979103686537,0.792752533393248,"14679/11836/109880/16001/18797/16439/20190/232889/18798/16440/329502",11
"mmu05230","Human Diseases","Cancer: overview","mmu05230","Central carbon metabolism in cancer - Mus musculus (house mouse)","13/1364","66/7573",0.40928522385092,0.899885392837784,0.798883671511032,"11651/11652/23797/15251/56421/17869/56717/269951/14182/15275/18708/14184/13866",13
"mmu04978","Organismal Systems","Digestive system","mmu04978","Mineral absorption - Mus musculus (house mouse)","10/1364","50/7573",0.412900390063636,0.901493039493939,0.800310878434696,"15368/14319/53945/17750/17748/244698/22041/11977/14325/20541",10
"mmu04914","Organismal Systems","Endocrine system","mmu04914","Progesterone-mediated oocyte maturation - Mus musculus (house mouse)","17/1364","88/7573",0.417063193232316,0.901493039493939,0.800310878434696,"14679/11836/11651/109880/11652/16001/23797/52717/432530/217232/210044/104110/15516/12531/59008/110651/18708",17
"mmu04115","Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway - Mus musculus (house mouse)","14/1364","72/7573",0.422605271769694,0.901493039493939,0.800310878434696,"170770/107986/12048/11783/16009/53892/12575/14102/12452/13197/20437/140742/21825/17248",14
"mmu04930","Human Diseases","Endocrine and metabolic disease","mmu04930","Type II diabetes mellitus - Mus musculus (house mouse)","9/1364","45/7573",0.423164418128078,0.901493039493939,0.800310878434696,"16337/11450/56717/18762/15275/20927/18708/18754/12702",9
"mmu00533","Metabolism","Glycan biosynthesis and metabolism","mmu00533","Glycosaminoglycan biosynthesis - keratan sulfate - Mus musculus (house mouse)","3/1364","13/7573",0.423593114942935,0.901493039493939,0.800310878434696,"20442/76969/14595",3
"mmu00514","Metabolism","Glycan biosynthesis and metabolism","mmu00514","Other types of O-glycan biosynthesis - Mus musculus (house mouse)","8/1364","40/7573",0.434440598020763,0.911044805550207,0.808790569289974,"17305/78754/14595/16848/212996/217734/108155/233733",8
"mmu04620","Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway - Mus musculus (house mouse)","17/1364","89/7573",0.436912589579891,0.911044805550207,0.808790569289974,"11651/19353/11652/16803/23797/18035/19766/26410/19697/16176/16179/117149/17874/21898/18708/16476/266632",17
"mmu04390","Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway - Mus musculus (house mouse)","29/1364","155/7573",0.442650303717083,0.911044805550207,0.808790569289974,"16414/170770/21812/56289/217325/13543/64010/56217/12159/17869/27373/56637/17128/21416/22414/18762/17125/11796/21813/22417/12385/16798/19045/14369/27494/52432/14366/12167/22601",29
"mmu05214","Human Diseases","Cancer: specific types","mmu05214","Glioma - Mus musculus (house mouse)","14/1364","73/7573",0.444577693484581,0.911044805550207,0.808790569289974,"11836/11651/107986/109880/11652/16001/18803/23797/19645/12575/56717/13197/18708/12018",14
"mmu04070","Environmental Information Processing","Signal transduction","mmu04070","Phosphatidylinositol signaling system - Mus musculus (house mouse)","18/1364","95/7573",0.447394139694299,0.911044805550207,0.808790569289974,"320634/233011/18803/72469/18797/13139/269180/97287/16439/27399/219024/18798/104418/18708/101490/16440/217837/110911",18
"mmu02010","Environmental Information Processing","Membrane transport","mmu02010","ABC transporters - Mus musculus (house mouse)","9/1364","46/7573",0.450940538197187,0.911044805550207,0.808790569289974,"11303/217265/19300/17250/27410/11304/18669/239273/20927",9
"mmu04971","Organismal Systems","Digestive system","mmu04971","Gastric acid secretion - Mus musculus (house mouse)","13/1364","68/7573",0.454961891762101,0.911044805550207,0.808790569289974,"14679/16535/432530/210044/104110/107589/18797/20544/16439/213435/18798/16440/22350",13
"mmu00670","Metabolism","Metabolism of cofactors and vitamins","mmu00670","One carbon pool by folate - Mus musculus (house mouse)","4/1364","19/7573",0.455496962087612,0.911044805550207,0.808790569289974,"20425/14450/22171/434437",4
"mmu05132","Human Diseases","Infectious disease: bacterial","mmu05132","Salmonella infection - Mus musculus (house mouse)","45/1364","244/7573",0.456098571448416,0.911044805550207,0.808790569289974,"22154/11651/19353/11652/56455/545486/13424/23797/18035/16593/19766/17869/22143/15516/19697/21416/69654/19264/68724/16176/80743/18645/69582/21937/27050/16179/22428/11796/117149/17874/216799/13430/12363/353047/227613/21898/192656/80837/16476/11852/12018/11308/266632/66395/19349",45
"mmu04926","Organismal Systems","Endocrine system","mmu04926","Relaxin signaling pathway - Mus musculus (house mouse)","23/1364","123/7573",0.45773176707237,0.911044805550207,0.808790569289974,"14679/11651/11652/21812/17395/23797/432530/18035/13614/210044/104110/19697/18797/18762/14205/21813/18798/18708/11911/14702/16476/216869/16336",23
