"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030246","GO:0030246","carbohydrate binding","52/2715","262/17763",0.0266935985037587,0.164872226052627,0.139891585741623,"Clec10a/Slc2a3/Calr/Cd33/C4a/Gyg1/Canx/Pygl/Pfkp/Galnt15/Tkt/Acr/Crybg3/Clec4n/Man2a1/Gaa/Selp/Sell/Sele/Mrc1/Eng/Fcna/Siglec1/H6pd/Clec4e/Clec4d/Clec2d/Clec1b/Klra2/Siglece/Nomo1/Man2c1/Clec1a/Clec18a/Galnt17/Egln3/Gpi1/Colec11/Hk1/Galnt18/Eva1c/Os9/Chil3/Clec14a/Ppp1r3b/Ppp1r3d/Lgals3/Lgals4/Fbxo6/Ppp1r3c/C4b/Dpm1",52
"GO:0030332","GO:0030332","cyclin binding","10/2715","34/17763",0.0268928256710956,0.165219221543167,0.140186006157839,"Cdkn1b/Cdk12/Cdk5rap3/Rack1/Cdkn1a/Gps2/Ciz1/Cdk13/Fbxo31/Gak",10
"GO:0004527","GO:0004527","exonuclease activity","18/2715","74/17763",0.0276608630941327,0.168148930914333,0.142671820169737,"Pld3/Pan2/Exosc10/Cnot2/Parn/Apex2/Xrn2/Pan3/Rexo2/Xrn1/Dis3/Ddx1/Pold1/Polg/Isg20/Rexo1/Trex1/Dis3l2",18
"GO:0019210","GO:0019210","kinase inhibitor activity","18/2715","74/17763",0.0276608630941327,0.168148930914333,0.142671820169737,"Kat2b/Akt1/Prkar2b/Cdkn1b/Tsacc/Rack1/Prkch/Deptor/Cdkn1a/Prkar1b/Pkig/Camk2n1/Smcr8/Socs3/Npm1/Lilrb4b/Lilrb4a/Itprip",18
"GO:0005506","GO:0005506","iron ion binding","31/2715","144/17763",0.0280457865496757,0.168347201268024,0.142840049560748,"Cyp4f18/Calr/Xdh/Cyp1b1/Fth1/Cyp2c23/Cyp2e1/Rplp2/Snca/Cyp27a1/Lcn2/Cyp4b1/Tbxas1/Nt5e/Ltf/Trf/Dpyd/Egln3/Phf2/Tet2/Phf8/Ch25h/Ftl1/Kdm3a/Fto/Abce1/Ftl1-ps2/Aox1/Aox3/Cyp4v3/Aox2",31
"GO:0008198","GO:0008198","ferrous iron binding","8/2715","25/17763",0.0281307444543105,0.168347201268024,0.142840049560748,"Fth1/Snca/Nt5e/Trf/Egln3/Tet2/Ftl1/Fto",8
"GO:0043027","GO:0043027","cysteine-type endopeptidase inhibitor activity involved in apoptotic process","8/2715","25/17763",0.0281307444543105,0.168347201268024,0.142840049560748,"Tnfsf14/Bcl2l1/Nol3/Dpep1/Snca/Rps6ka3/Gas6/Birc3",8
"GO:0140303","GO:0140303","intramembrane lipid transporter activity","12/2715","44/17763",0.028953242652945,0.172376264248203,0.146258648453021,"Abca1/Atp8a2/Abca3/Atp9a/Abca4/Abcb1b/Plscr1/Plscr2/Atg9a/Atp8b1/Atp11c/Ano6",12
"GO:0004713","GO:0004713","protein tyrosine kinase activity","28/2715","128/17763",0.0293302394304252,0.172963565005532,0.146756964247118,"Igf1r/Insr/Tek/Hipk1/Mertk/Ros1/Clk4/Twf1/Chka/Clk1/Zap70/Fgr/Tec/Flt1/Ephb4/Bmx/Fgfr1/Jak3/Clk3/Styk1/Ptk6/Ripk2/Ttn/Fes/Fgfr3/Erbb2/Clk2/Peak1",28
"GO:0051018","GO:0051018","protein kinase A binding","14/2715","54/17763",0.0293513928494236,0.172963565005532,0.146756964247118,"Akap8l/Prkar2b/Kcnq1/Akap11/Crybg3/Gsk3b/Akap8/Prrc1/Prkar1b/Wasf2/Rps3/Myrip/Ezr/Akap13",14
"GO:0051082","GO:0051082","unfolded protein binding","20/2715","85/17763",0.0295349130572089,0.173161546096834,0.146924948203374,"Pfdn5/Calr/Cct4/Clpx/Canx/Ern1/Clu/Hsp90ab1/Syvn1/Srsf10/Ube4b/Dnajb6/Dnaja2/Cct2/Uggt1/Nudcd3/Npm1/Hspa2/Naca/Ptges3",20
"GO:0140035","GO:0140035","ubiquitination-like modification-dependent protein binding","7/2715","21/17763",0.0314600399895874,0.18351689993926,0.155711309039372,"Daxx/Sqstm1/Hgs/Uimc1/Dnajc2/Rnf169/Faap20",7
"GO:0071949","GO:0071949","FAD binding","12/2715","45/17763",0.0341647689900681,0.194730069659424,0.16522551365042,"Prodh/Ndor1/Acox1/Acox2/Xdh/Dpyd/Qsox1/Mical3/Aox1/Aox3/Cry2/Aox2",12
"GO:0005520","GO:0005520","insulin-like growth factor binding","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Igf1r/Insr/Igfbp4/Igfbp3/Itgb3/Itgb4",6
"GO:0035613","GO:0035613","RNA stem-loop binding","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Fmr1/Ddx56/Eprs1/Arid5a/Rc3h1/Dazap1",6
"GO:0043024","GO:0043024","ribosomal small subunit binding","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Pim1/Eif1/Larp1/Dhx29/Npm1/Abce1",6
"GO:0140327","GO:0140327","flippase activity","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Atp8a2/Abca3/Abca4/Abcb1b/Atp8b1/Atp11c",6
"GO:0140463","GO:0140463","chromatin-protein adaptor activity","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Hdgfl2/Brd4/Epc1/Mecp2/Zzef1/Ing2",6
"GO:0140994","GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","6/2715","17/17763",0.0345624798962614,0.194730069659424,0.16522551365042,"Cdk12/Brd4/Ssu72/Ctdp1/Cdk13/Ctdsp2",6
"GO:0016791","GO:0016791","phosphatase activity","49/2715","249/17763",0.035175741656028,0.196274508782818,0.166535946846027,"Ocrl/Inpp5k/Eya4/Ppp1r12a/Ppm1d/Lpin1/Fbp2/Dusp13b/Lpin2/Ptprj/Ptp4a1/Inpp4a/Ptprc/Ptpn14/Pfkfb3/Cdc25b/Ptpn1/Ptpn12/Ptpru/Ssu72/Ppm1g/Dusp11/Mtmr14/Lhpp/Dusp4/Nt5e/Ptprf/Ctdp1/Cdc14a/Ssh3/Plppr3/Ptprq/Pip4p1/Tns2/Ssh2/Nt5dc1/Dusp26/Ppp1ca/Plppr2/Inpp5f/Ppp1r3b/Ppp1r3d/Phospho1/Tns1/Ppp2r5d/Ptp4a3/Ppp1r3c/Ctdsp2/Ptp4a1",49
"GO:0001091","GO:0001091","RNA polymerase II general transcription initiation factor binding","8/2715","26/17763",0.035346405044871,0.196274508782818,0.166535946846027,"Ercc1/Tbp/Crebbp/Nop58/Taf1/Ctdp1/Gtf2a2/Hnrnpu",8
"GO:0001848","GO:0001848","complement binding","8/2715","26/17763",0.035346405044871,0.196274508782818,0.166535946846027,"Itgb2/Calr/C4a/Cfh/Itgam/Vsig4/C5ar1/C4b",8
"GO:0004721","GO:0004721","phosphoprotein phosphatase activity","33/2715","158/17763",0.0357346448388615,0.197480932004235,0.16755957867026,"Eya4/Ppp1r12a/Ppm1d/Dusp13b/Ptprj/Ptp4a1/Ptprc/Ptpn14/Cdc25b/Ptpn1/Ptpn12/Ptpru/Ssu72/Ppm1g/Dusp11/Dusp4/Ptprf/Ctdp1/Cdc14a/Ssh3/Ptprq/Tns2/Ssh2/Dusp26/Ppp1ca/Ppp1r3b/Ppp1r3d/Tns1/Ppp2r5d/Ptp4a3/Ppp1r3c/Ctdsp2/Ptp4a1",33
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","23/2715","103/17763",0.0364703748189773,0.198746463975507,0.168633363373158,"Hip1r/Flii/Kcnq1/Ttpal/Twf1/Washc2/Gbf1/Avil/Pfn2/Rab35/Wipi2/Tirap/Tpcn1/Picalm/Wdr45/Hip1/Fzd7/Fcho2/Acap2/Pla2g4e/Amer1/Kcnh1/Obscn",23
"GO:0005078","GO:0005078","MAP-kinase scaffold activity","5/2715","13/17763",0.0366963655346891,0.198746463975507,0.168633363373158,"Ksr1/Mapk8ip3/Pxn/Iqgap1/Akap13",5
"GO:0140333","GO:0140333","glycerophospholipid flippase activity","5/2715","13/17763",0.0366963655346891,0.198746463975507,0.168633363373158,"Abca3/Abca4/Abcb1b/Atp8b1/Atp11c",5
"GO:0140566","GO:0140566","histone reader activity","5/2715","13/17763",0.0366963655346891,0.198746463975507,0.168633363373158,"Hdgfl2/Brd4/Mecp2/Zzef1/Ing2",5
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity","40/2715","198/17763",0.036824020165159,0.198746463975507,0.168633363373158,"Eif2b5/Eps8l1/Bcr/Abr/Fgd6/Itsn2/Arhgef3/Spata13/Rapgef3/Rin1/Hps1/Ric8a/Farp1/Dock9/Eef1b2/Als2/Ralgds/Dennd2d/Nucb1/Mcf2l/Dock6/Dis3/Fgd5/Dennd1a/Ranbp10/Rapgef6/Sbf2/Rapgef1/Plekhg1/Rin3/Arhgef37/Prex2/Smcr8/Plekhg3/Dennd4a/Dock1/Sh2d3c/Obscn/Kalrn/Akap13",40
"GO:0140142","GO:0140142","nucleocytoplasmic carrier activity","9/2715","31/17763",0.0377964709063647,0.203046157659773,0.172281588317383,"Xpo6/Kpnb1/Ipo4/Calr/Tmco6/Xpo4/Ipo5/Nupl2/Xpo5",9
"GO:0050840","GO:0050840","extracellular matrix binding","14/2715","56/17763",0.039190002293457,0.209557651152513,0.177806491886981,"Itgb3/Itga7/Ncl/Tinagl1/Eln/Thsd1/Adgrg1/Rpsa/Itga2b/Dag1/Thbs1/Clec14a/Lgals3/Spock2",14
"GO:0042975","GO:0042975","peroxisome proliferator activated receptor binding","7/2715","22/17763",0.0402296506961802,0.213451454641036,0.18111032514997,"Ncor1/Lpin1/Crebbp/Asxl1/Ep300/Rpl11/Tacc1",7
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","85/2715","464/17763",0.0402878070231565,0.213451454641036,0.18111032514997,"Klf6/Sp1/Nr1h3/Klf4/Elf3/Nfat5/Stat3/Etv1/Tfap4/Rfx5/Nr2c2/Tbx1/E2f4/Gata2/Nfe2l2/Fli1/Tbx3/Plagl1/Meis1/Patz1/Stat5b/Hif1a/Yy1/Myc/Litaf/Trp63/Hsf1/Runx1/Zfp51/Smad4/Rela/Tcf7l2/Pitx3/Sox17/Mybl1/Klf7/Elk4/Myog/Atf6/Mecom/Fosl2/Klf15/Etv6/Smad1/Plscr1/Plscr2/Tfdp2/Nfatc1/Hsf4/Klf9/Mga/Zfp395/Myf6/Elf1/Zfp113/Zscan21/Klf10/Zfp384/Gmeb2/Rreb1/Rbpj/Zfp292/Atf4/Dmtf1/Maff/Foxo1/Zfp445/Zfp358/Kmt2d/Crebrf/Pou4f1/Foxo3/Foxc1/Klf13/Zfp112/Jun/Zfp212/Junb/Glis3/Cebpb/Prdm2/Nrf1/Nr1h2/Zfp143/Cebpd",85
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","8/2715","27/17763",0.043713499241597,0.229495871018384,0.194723769348932,"Tgfbr1/Gdnf/Eng/Tgfbr3/Tgfbr2/Lrg1/Rasl11b/Tgfbr3l",8
"GO:0140326","GO:0140326","ATPase-coupled intramembrane lipid transporter activity","8/2715","27/17763",0.043713499241597,0.229495871018384,0.194723769348932,"Abca1/Atp8a2/Abca3/Atp9a/Abca4/Abcb1b/Atp8b1/Atp11c",8
"GO:0030169","GO:0030169","low-density lipoprotein particle binding","6/2715","18/17763",0.0453285369116273,0.235830901499683,0.200098946727003,"Lsr/Cd36/Msr1/Stab2/Scarb1/Thbs1",6
"GO:0051400","GO:0051400","BH domain binding","6/2715","18/17763",0.0453285369116273,0.235830901499683,0.200098946727003,"Bcl2l1/Rack1/Bcl2l2/Pxn/Mcl1/Bak1",6
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","20/2715","89/17763",0.045894716085047,0.236644629813523,0.200789382872081,"Eya4/Ptprj/Ptp4a1/Ptprc/Ptpn14/Cdc25b/Ptpn1/Ptpn12/Ptpru/Dusp11/Dusp4/Ptprf/Cdc14a/Ssh3/Ptprq/Tns2/Ssh2/Dusp26/Ptp4a3/Ptp4a1",20
"GO:0140104","GO:0140104","molecular carrier activity","20/2715","89/17763",0.045894716085047,0.236644629813523,0.200789382872081,"Xpo6/Kpnb1/Pwp1/Ipo4/Calr/Asf1b/Tmco6/Tcn2/Xpo4/Clu/Ipo5/Myd88/Trf/Atp7a/Nupl2/Hbb-b1/Nap1l1/Xpo5/Hba-a1/Hbb-bt",20
"GO:0004198","GO:0004198","calcium-dependent cysteine-type endopeptidase activity","5/2715","14/17763",0.0500876309460883,0.253333131072288,0.214949323334063,"Capn2/Capn5/Capn15/Capn12/Capn11",5
"GO:0008296","GO:0008296","3'-5'-DNA exonuclease activity","5/2715","14/17763",0.0500876309460883,0.253333131072288,0.214949323334063,"Apex2/Rexo2/Pold1/Isg20/Trex1",5
"GO:0034987","GO:0034987","immunoglobulin receptor binding","5/2715","14/17763",0.0500876309460883,0.253333131072288,0.214949323334063,"Fgr/Clec4d/Lgals3/Fes/Fcgr3",5
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","7/2715","23/17763",0.0504472901702393,0.253333131072288,0.214949323334063,"Tbp/H3f3b/Rela/Pou2f1/Rest/Taf1/Cebpb",7
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding","7/2715","23/17763",0.0504472901702393,0.253333131072288,0.214949323334063,"Akap8l/Kcnq1/Akap11/Akap8/Prrc1/Wasf2/Ezr",7
"GO:0070840","GO:0070840","dynein complex binding","7/2715","23/17763",0.0504472901702393,0.253333131072288,0.214949323334063,"Fmr1/Tpr/Gsk3b/Snca/Dctn6/Cntrl/Numa1",7
"GO:0001216","GO:0001216","DNA-binding transcription activator activity","85/2715","470/17763",0.0522932242615605,0.260577882336612,0.221096385012883,"Klf6/Sp1/Nr1h3/Klf4/Elf3/Nfat5/Stat3/Etv1/Tfap4/Rfx5/Nr2c2/Tbx1/E2f4/Gata2/Nfe2l2/Fli1/Tbx3/Plagl1/Meis1/Patz1/Stat5b/Hif1a/Yy1/Myc/Litaf/Trp63/Hsf1/Runx1/Zfp51/Smad4/Rela/Tcf7l2/Pitx3/Sox17/Mybl1/Klf7/Elk4/Myog/Atf6/Mecom/Fosl2/Klf15/Etv6/Smad1/Plscr1/Plscr2/Tfdp2/Nfatc1/Hsf4/Klf9/Mga/Zfp395/Myf6/Elf1/Zfp113/Zscan21/Klf10/Zfp384/Gmeb2/Rreb1/Rbpj/Zfp292/Atf4/Dmtf1/Maff/Foxo1/Zfp445/Zfp358/Kmt2d/Crebrf/Pou4f1/Foxo3/Foxc1/Klf13/Zfp112/Jun/Zfp212/Junb/Glis3/Cebpb/Prdm2/Nrf1/Nr1h2/Zfp143/Cebpd",85
"GO:0008140","GO:0008140","cAMP response element binding protein binding","4/2715","10/17763",0.0530180106918648,0.260577882336612,0.221096385012883,"Crebbp/Sik1/Crtc2/Atf4",4
"GO:0031701","GO:0031701","angiotensin receptor binding","4/2715","10/17763",0.0530180106918648,0.260577882336612,0.221096385012883,"Bdkrb2/Agt/Arrb2/Zbtb16",4
"GO:0043878","GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","4/2715","10/17763",0.0530180106918648,0.260577882336612,0.221096385012883,"Aldh9a1/Aldh2/Aldh1a1/Aldh3b2",4
"GO:0102545","GO:0102545","phosphatidyl phospholipase B activity","4/2715","10/17763",0.0530180106918648,0.260577882336612,0.221096385012883,"Plb1/Pla2g4c/Pnpla7/Aspg",4
"GO:0015026","GO:0015026","coreceptor activity","11/2715","43/17763",0.0545661407208495,0.267050392087208,0.226588211467934,"Ngfr/Lbp/Il6st/Lrp5/Il18rap/Eng/Tgfbr3/Acvr2a/Csf2rb/Csf2rb2/Pira11",11
"GO:0140036","GO:0140036","ubiquitin-dependent protein binding","6/2715","19/17763",0.0579596650694823,0.28246165888292,0.239664437840053,"Sqstm1/Hgs/Uimc1/Dnajc2/Rnf169/Faap20",6
"GO:0004709","GO:0004709","MAP kinase kinase kinase activity","7/2715","24/17763",0.0621609508944364,0.296677265632537,0.251726164779123,"Araf/Braf/Map3k3/Ripk1/Map3k8/Map3k6/Ripk2",7
"GO:0019789","GO:0019789","SUMO transferase activity","7/2715","24/17763",0.0621609508944364,0.296677265632537,0.251726164779123,"Ranbp2/Pias4/Zmiz1/Ube2i/Uhrf2/Topors/Zfp451",7
"GO:0019865","GO:0019865","immunoglobulin binding","7/2715","24/17763",0.0621609508944364,0.296677265632537,0.251726164779123,"Vwf/Cd300lg/Fcgr2b/Lgals3/Fcgr4/Fcgr3/Pira11",7
"GO:0050699","GO:0050699","WW domain binding","7/2715","24/17763",0.0621609508944364,0.296677265632537,0.251726164779123,"Litaf/Trp63/Wbp11/Scnn1b/Dnm2/Trex1/Nfe2",7
"GO:0099604","GO:0099604","ligand-gated calcium channel activity","7/2715","24/17763",0.0621609508944364,0.296677265632537,0.251726164779123,"Mcoln1/Trpm2/P2rx4/Itpr2/Ryr1/Rasa3/Itpr3",7
"GO:0000049","GO:0000049","tRNA binding","17/2715","76/17763",0.064458274605944,0.305779668005359,0.259449415277274,"Trmt1/Eif2ak4/Nemf/Nsun2/Eif5b/Trnau1ap/Rpl6/Thumpd3/Kars1/Eef1a1/Iars1/Mars1/Ctu2/Rps10/Eif1a/Xpo5/Slfn2",17
"GO:0015036","GO:0015036","disulfide oxidoreductase activity","9/2715","34/17763",0.0645976095180152,0.305779668005359,0.259449415277274,"Nxn/Pdia5/Txnl1/P4hb/Gsr/Ifi30/Qsox1/Qsox2/Gfer",9
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","15/2715","66/17763",0.0704391657674091,0.3320703529035,0.281756663069636,"Tubb5/Tubb1/Sptb/Plec/Tuba1b/Myom1/Des/Tnnt2/Odf2/Epb41/Tubb4b/Mybpc2/Ttn/Tln2/Ank3",15
"GO:0015108","GO:0015108","chloride transmembrane transporter activity","24/2715","116/17763",0.071658416072527,0.336445002291743,0.285468486792994,"Slc4a1/Slc4a3/Clic1/Slc12a7/Slc6a4/Slc4a8/Gabrr2/Slc25a27/Slc12a2/Slc1a1/Slc12a6/Clcc1/Gabrr1/Clcn6/Ttyh1/Gabre/Ucp2/Slc26a8/Clic4/Slc12a9/Slc26a10/Clca3a1/Ano6/Apol11b",24
"GO:0000995","GO:0000995","RNA polymerase III general transcription initiation factor activity","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Brf1/Tbp/Snapc4/Gtf3c2",4
"GO:0008035","GO:0008035","high-density lipoprotein particle binding","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Cd36/Abca1/Gpihbp1/Scarb1",4
"GO:0043176","GO:0043176","amine binding","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Slc6a4/Htr2b/Aldh9a1/Htr2a",4
"GO:0061665","GO:0061665","SUMO ligase activity","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Ranbp2/Pias4/Zmiz1/Zfp451",4
"GO:0070878","GO:0070878","primary miRNA binding","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Stat3/Ddx5/Drosha/Smad1",4
"GO:1990817","GO:1990817","poly(A) RNA polymerase activity","4/2715","11/17763",0.0735159983588703,0.336948325811489,0.285895549173385,"Tent2/Tent5c/Tent5b/Tut1",4
"GO:0042805","GO:0042805","actinin binding","10/2715","40/17763",0.0743190099171311,0.339282436578207,0.28787600679363,"Mypn/Csrp2/Rela/Prom1/Lmo7/Dag1/Magi1/Kcna5/Ttn/Alms1",10
"GO:0035254","GO:0035254","glutamate receptor binding","16/2715","72/17763",0.0748948266527043,0.339969199589534,0.288458714803241,"Rapsn/Ube2i/Sqstm1/Plcg1/Canx/Shank3/Gsk3b/Il1r1/Fus/Ophn1/Phaf1/Nedd4/Dnm3/Eml2/Adrb2/Flot1",16
"GO:0072341","GO:0072341","modified amino acid binding","18/2715","83/17763",0.0750581349743127,0.339969199589534,0.288458714803241,"Gnmt/Dpep1/Appl2/Cbs/Tyms/Cidec/Nox4/Gas6/Cd300a/Scarb1/Gramd1b/Thbs1/Syt15/Fcho2/Trim72/Cd300lf/Hmgb1/Cpne1",18
"GO:0005251","GO:0005251","delayed rectifier potassium channel activity","7/2715","25/17763",0.0753949200655965,0.340015706341133,0.288498175077325,"Kcnq1/Kcnc4/Kcna2/Kcna5/Kcna1/Kcnh1/Kcne5",7
"GO:0030291","GO:0030291","protein serine/threonine kinase inhibitor activity","9/2715","35/17763",0.0756571744845637,0.340015706341133,0.288498175077325,"Kat2b/Akt1/Prkar2b/Cdkn1b/Prkch/Deptor/Cdkn1a/Prkar1b/Pkig",9
"GO:0042056","GO:0042056","chemoattractant activity","8/2715","30/17763",0.0761782320880628,0.341030457603537,0.289359176148456,"Pgf/Ccl6/Ccl9/Bmp4/Vegfd/Fgf2/Lgals3/Hmgb2",8
"GO:0042277","GO:0042277","peptide binding","54/2715","293/17763",0.0792532800667249,0.353426789486746,0.299877275928148,"Ngfr/Itgb2/Pfdn5/Kpnb1/Ipo4/Kdelr1/Cd36/Apoe/Calr/Lbr/Prlr/Igf1r/Insr/Ctsd/Rxra/Lbp/Avpr1a/Srp68/Nfkbia/Ctsl/Clu/Lnpep/Hsp90ab1/Csnk1a1/Rela/Msr1/Slc40a1/Fcgr2b/Npr1/Apbb2/Brap/Furin/Ipo5/Nktr/Ogt/Npy1r/Scarb1/Anpep/Pik3r1/Adrb2/Ldlrad3/Fzd4/Glp2r/Maml1/Fpr2/Pom121/Nod2/Lepr/Pirb/Nup98/Hmgb1/Rplp0/Hba-a1/Ppia",54
"GO:0016504","GO:0016504","peptidase activator activity","12/2715","51/17763",0.0796945107874788,0.354027538305916,0.300387002198959,"Fbln1/Clpx/Apaf1/Vsir/Rack1/Atp2a3/Ctsl/Wdr48/Nlrp3/Adrm1/Aph1c/Acrbp",12
"GO:0008559","GO:0008559","ABC-type xenobiotic transporter activity","5/2715","16/17763",0.0843270419439326,0.371747074218481,0.315421759942954,"Abcc1/Ralbp1/Abca3/Abcb1b/Abcc4",5
"GO:0071933","GO:0071933","Arp2/3 complex binding","5/2715","16/17763",0.0843270419439326,0.371747074218481,0.315421759942954,"Jmy/Avil/Wasf2/Whamm/Gmfg",5
"GO:0008138","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","10/2715","41/17763",0.0854276206224748,0.371991156878713,0.315628860381938,"Dusp13b/Ptp4a1/Dusp11/Dusp4/Cdc14a/Ssh3/Ssh2/Dusp26/Ptp4a3/Ptp4a1",10
"GO:0033218","GO:0033218","amide binding","68/2715","379/17763",0.0856377254595291,0.371991156878713,0.315628860381938,"Ngfr/Itgb2/Pfdn5/Kpnb1/Ipo4/Gnmt/Kdelr1/Cd36/Apoe/Calr/Phb2/Lbr/Prlr/Slc1a3/Igf1r/Insr/Ctsd/Rxra/Lbp/Avpr1a/Acaca/Srp68/Nfkbia/Eci2/Ctsl/Cert1/Clu/Lnpep/Hsp90ab1/Csnk1a1/Pcx/Rela/Slc1a1/Msr1/Tyms/Slc40a1/Glul/Fcgr2b/Npr1/Apbb2/Brap/Furin/Ipo5/Map1lc3b/Nktr/Ogt/Npy1r/Scarb1/Anpep/Pik3r1/Acacb/Adrb2/Cd300lf/Ldlrad3/Fzd4/Glp2r/Maml1/Fpr2/Pom121/Nod2/Acbd4/Lepr/Pirb/Nup98/Hmgb1/Rplp0/Hba-a1/Ppia",68
"GO:0048029","GO:0048029","monosaccharide binding","19/2715","90/17763",0.0856901427252943,0.371991156878713,0.315628860381938,"Clec10a/Slc2a3/Gyg1/Pygl/Pfkp/Tkt/Acr/Clec4n/Selp/Mrc1/Eng/Clec4d/Siglece/Egln3/Gpi1/Colec11/Hk1/Lgals3/Dpm1",19
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","19/2715","90/17763",0.0856901427252943,0.371991156878713,0.315628860381938,"Prodh/Por/Ndor1/Acox1/Acox2/Xdh/Acad10/Acadsb/Gsr/Dpyd/Qsox1/Kdm1a/Fmo2/Gfer/Mical3/Aox1/Aox3/Cry2/Aox2",19
"GO:0005504","GO:0005504","fatty acid binding","13/2715","57/17763",0.0859927609407933,0.371991156878713,0.315628860381938,"Cd36/Gstm7/Insr/Id3/Acox1/Acox2/Arhgdia/Snca/Apoc1/Stx3/Gstp1/Fabp4/Ugt1a7c",13
"GO:0034185","GO:0034185","apolipoprotein binding","6/2715","21/17763",0.0888946775519228,0.377925666117214,0.320664201554,"Abca1/Mapt/Canx/Scarb1/Lilrb4b/Lilrb4a",6
"GO:0070006","GO:0070006","metalloaminopeptidase activity","6/2715","21/17763",0.0888946775519228,0.377925666117214,0.320664201554,"Mmp14/Lta4h/Lnpep/Rnpepl1/Anpep/Npepl1",6
"GO:0120020","GO:0120020","cholesterol transfer activity","6/2715","21/17763",0.0888946775519228,0.377925666117214,0.320664201554,"Apoe/Abca1/Stard3/Npc2/Gramd1b/Stard5",6
"GO:0120283","GO:0120283","protein serine/threonine kinase binding","6/2715","21/17763",0.0888946775519228,0.377925666117214,0.320664201554,"Akt1/Prkch/Gsk3b/Dnm2/Dnm3/Prkce",6
"GO:0008509","GO:0008509","monoatomic anion transmembrane transporter activity","27/2715","136/17763",0.0890006763496815,0.377925666117214,0.320664201554,"Slc4a1/Slc4a3/Clic1/Slc12a7/Slc6a4/Slc39a14/Slc4a8/Gabrr2/Slc25a27/Slc12a2/Slc1a1/Slc12a6/Clcc1/Gabrr1/Clcn6/Ttyh1/Gabre/Ucp2/Slc26a8/Clic4/Slc12a9/Slc26a10/Lrrc8c/Clca3a1/Ano6/Lrrc8b/Apol11b",27
"GO:0001530","GO:0001530","lipopolysaccharide binding","8/2715","31/17763",0.0895284098903929,0.378628471728627,0.321260521466714,"Lbp/Drosha/Selp/Ltf/Casp4/Scarb1/Tlr4/Hmgb1",8
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","12/2715","52/17763",0.0898507528397088,0.378628471728627,0.321260521466714,"Gstm7/Gpx3/Ltc4s/Sesn1/Ptgs1/Hbb-b1/Gstp1/Gpx1/Hba-a2/Hba-a1/Hbb-bt/Gpx4",12
"GO:0015035","GO:0015035","protein-disulfide reductase activity","7/2715","26/17763",0.0901496361258637,0.378628471728627,0.321260521466714,"Nxn/Pdia5/Txnl1/P4hb/Qsox1/Qsox2/Gfer",7
"GO:0000149","GO:0000149","SNARE binding","23/2715","114/17763",0.0956160971194125,0.397944256451101,0.337649672140328,"Sec24b/Napa/Stx5a/Abca1/Vps54/Slc6a4/Doc2b/Dapk1/Snca/Napb/Stxbp3/Unc13b/Rnf40/Tpcn1/Myo5a/Uvrag/Sec24a/Txlng/Picalm/Sec24c/Syt15/Stx3/Hectd3",23
"GO:0005149","GO:0005149","interleukin-1 receptor binding","4/2715","12/17763",0.0973964946233317,0.397944256451101,0.337649672140328,"Il1b/Irak1/Myd88/Irak4",4
"GO:0008484","GO:0008484","sulfuric ester hydrolase activity","4/2715","12/17763",0.0973964946233317,0.397944256451101,0.337649672140328,"Sulf1/Arsa/Gns/Ids",4
"GO:0032393","GO:0032393","MHC class I receptor activity","4/2715","12/17763",0.0973964946233317,0.397944256451101,0.337649672140328,"Pirb/Pira11/Lilrb4b/Lilrb4a",4
"GO:0036312","GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","4/2715","12/17763",0.0973964946233317,0.397944256451101,0.337649672140328,"Xbp1/Dnm2/Cbl/Pik3r1",4
"GO:0046975","GO:0046975","histone H3K36 methyltransferase activity","4/2715","12/17763",0.0973964946233317,0.397944256451101,0.337649672140328,"Setd4/Smyd2/Setd2/Nsd3",4
