"","Name","Chromosome","Type","Start","End","Strand","Alias","Derivation","pvalue","padj","ATG7.vs.GFP_LFC","ATG7.vs.GFP_pvalue","ATG7.vs.GFP_FDR","ATG14.vs.GFP_LFC","ATG14.vs.GFP_pvalue","ATG14.vs.GFP_FDR","ATG7.vs.ATG14_LFC","ATG7.vs.ATG14_pvalue","ATG7.vs.ATG14_FDR","cluster"
"MIMAT0000537","mmu-miR-27a-3p","chr8","miRNA",84208727,84208747,"+","MIMAT0000537","MI0000578",0.285037060969553,0.437868945977392,0.000811349599572704,0.995133273356547,0.995133273356547,-0.23362910107128,0.164985623812987,0.332776418503271,0.274009395396975,0.163136299245769,0.289880654813637,NA
"MIMAT0000538","mmu-miR-31-5p","chr4","miRNA",88910614,88910635,"-","MIMAT0000538","MI0000579",0.00345037327843685,0.0109936031354333,0.0790848753395112,0.582121406600259,0.846008982446115,-0.685826930198305,0.00681911203106378,0.0293950072018672,0.87208454903601,0.00113059726145211,0.00442657571856672,2
"MIMAT0000539","mmu-miR-92a-3p","chr14","miRNA",115044476,115044496,"+","MIMAT0000539","MI0000719",0.609048764738529,0.730858517686235,0.00981156201207152,0.938309365498646,0.981380961775757,-0.099183521860423,0.40793554084484,0.637758380757426,0.138376965486616,0.365497708843505,0.513252101780241,NA
"MIMAT0000540","mmu-miR-93-5p","chr5","miRNA",138165574,138165596,"-","MIMAT0000540","MI0000581",2.7964049024884e-06,1.69991982230216e-05,0.340334613137967,0.0307737591179567,0.156066921241066,-0.618411427134831,0.00306498774683569,0.0144771761659048,1.10870962004347,3.03923602798569e-07,2.60023526838776e-06,2
"MIMAT0000541","mmu-miR-96-5p","chr6","miRNA",30169506,30169528,"-","MIMAT0000541","MI0000583",2.91369140655243e-07,2.10332098410503e-06,0.406357170938331,0.0457200302198911,0.196734675491653,-1.09425159029949,0.000237884023676098,0.00150886437874553,1.77604741421528,1.40953699569171e-08,1.4800138454763e-07,2
"MIMAT0000542","mmu-miR-34a-5p","chr4","miRNA",150068473,150068494,"+","MIMAT0000542","MI0000584",0.000537158310322439,0.0020854381459577,0.92349334521447,0.000118937892048615,0.00149022182390323,0.746332780081554,0.00338702126032165,0.0158298677850822,0.187947188750766,0.359813346095866,0.513252101780241,3
"MIMAT0000545","mmu-miR-98-5p","chrX","miRNA",151913229,151913250,"+","MIMAT0000545","MI0000586",0.00029411016327421,0.00121320442350612,-0.281131130042903,0.0882156055995998,0.315797041894366,0.534510774782367,0.0214102570869659,0.0760492331729028,-1.02677462482339,6.1877798699722e-05,0.000304122797864591,1
"MIMAT0000546","mmu-miR-103-3p","chr11","miRNA",35782447,35782469,"+","MIMAT0000546","MI0000587",0.322047085463009,0.463507020199097,-0.0830901810686673,0.551265973370113,0.823997560195327,-0.282129285295628,0.13288016839918,0.29207324143186,0.172371441265838,0.364145152746417,0.513252101780241,NA
"MIMAT0000548","mmu-miR-322-5p","chrX","miRNA",53054306,53054327,"-","MIMAT0000548","MI0000590",6.29783337561859e-07,4.34268510378476e-06,-0.145985244950511,0.326614103492332,0.647151665524342,-1.36613134429595,1.04441490065324e-07,1.54573405296679e-06,1.14664668986709,1.43844149644105e-05,8.59851863811281e-05,2
"MIMAT0000549","mmu-miR-322-3p","chrX","miRNA",53054269,53054289,"-","MIMAT0000549","MI0000590",0.489805493953986,0.632407369807756,0.0727888625223904,0.595907824223177,0.851868231943199,-0.0934838322215409,0.505548555109687,0.712582725297464,0.23523846329597,0.23201977650474,0.37349524998324,NA
"MIMAT0000551","mmu-miR-323-3p","chr12","miRNA",109712558,109712578,"+","MIMAT0000551","MI0000592",0.465245100178167,0.610634193983844,-0.259338647162218,0.208994078350806,NA,-0.186282839375677,0.610706490202574,NA,-0.404718460584727,0.465809748403251,0.609433176383115,NA
"MIMAT0000555","mmu-miR-324-5p","chr11","miRNA",70012060,70012082,"+","MIMAT0000555","MI0000595",0.0829434977983902,0.168810114461922,-0.278849553372589,0.162636662530628,0.448519713686001,-0.729779650177157,0.0293048592919324,0.0953372524639083,0.248882305847585,0.428268195430022,0.58194090084903,NA
"MIMAT0000556","mmu-miR-324-3p","chr11","miRNA",70012095,70012114,"+","MIMAT0000556","MI0000595",0.803143898367437,0.866745642076486,0.0840547879653709,0.58386535408253,0.846008982446115,-0.00750098090619184,0.966178578231653,0.986168479850239,0.137509370254597,0.556722734697648,0.677473372211912,NA
"MIMAT0000559","mmu-miR-326-3p","chr7","miRNA",99552328,99552348,"+","MIMAT0000559","MI0000598",0.36893485667144,0.514536780352129,0.12565612001726,0.495000661501023,0.778119121031129,0.461117622508086,0.157900034310471,0.327605678662846,-0.26581760933152,0.458000249167027,0.6062925934532,NA
"MIMAT0000565","mmu-miR-328-3p","chr8","miRNA",105308379,105308400,"-","MIMAT0000565","MI0000603",0.101910108170274,0.196997782320781,0.101690903939558,0.492824130865312,0.778119121031129,-0.301747133670207,0.150085296071912,0.317323197409186,0.567078997440546,0.0336607142305089,0.0789403552004827,NA
"MIMAT0000569","mmu-miR-330-3p","chr7","miRNA",19181525,19181547,"+","MIMAT0000569","MI0000607",0.980138206358178,0.99153359398958,0.0277818039537196,0.867271905925538,0.971597278585677,0.0422724667347719,0.857307046186993,0.944526869744478,-0.00433634285605257,0.988329848205697,0.992626934502244,NA
"MIMAT0000571","mmu-miR-331-3p","chr10","miRNA",93963783,93963803,"-","MIMAT0000571","MI0000609",0.000134375969162677,0.000580202782739781,0.349560062662829,0.132543613635682,0.400450917792912,-1.41035943911121,0.0027049245735671,0.0130542012028673,2.60966860716426,1.13420554932267e-05,7.17812279160375e-05,2
"MIMAT0000580","mmu-miR-148b-3p","chr15","miRNA",103285185,103285206,"+","MIMAT0000580","MI0000617",4.99823424670305e-06,2.92301800250229e-05,-0.287081197375481,0.0949265589360202,0.327487762192004,0.825121750506649,0.00171030330317046,0.00853229962480542,-1.32069844918373,1.53637197692486e-06,1.12667278307823e-05,1
"MIMAT0000584","mmu-miR-339-5p","chr5","miRNA",139369708,139369730,"-","MIMAT0000584","MI0000621",0.503006569726512,0.640190179651924,-0.171945702085718,0.385348822657828,0.695587281577266,0.0856801822680887,0.778994509986295,0.898372889438741,-0.487425276738727,0.253259276912139,0.402081738602778,NA
"MIMAT0000586","mmu-miR-340-3p","chr11","miRNA",50069762,50069783,"+","MIMAT0000586","MI0000623",0.5478455662704,0.67856474964323,-0.196440215186022,0.342488446946954,0.661490874203409,-0.329640092337237,0.365896540681191,0.590756596590724,-0.0116693139530749,0.979887836671415,0.988445809044091,NA
"MIMAT0000588","mmu-miR-341-3p","chr12","miRNA",109611556,109611576,"+","MIMAT0000588","MI0000625",0.74439542090701,0.824725862012083,-0.144041680098752,0.450895342009098,0.737779893039801,-0.0620070644335251,0.864574660176953,0.946248788280044,-0.315913192312608,0.563996312000904,0.680007349764494,NA
"MIMAT0000590","mmu-miR-342-3p","chr12","miRNA",108658680,108658702,"+","MIMAT0000590","MI0000627",1.03082489178379e-12,1.64221068966934e-11,0.879152412685252,0.000123240869196726,0.00150001743650872,-0.929916699332901,0.000194002231307638,0.00124836218406654,1.94159058659255,4.97920534023251e-14,1.00017081182062e-12,3
"MIMAT0000593","mmu-miR-344-3p","chr7","miRNA",61877782,61877804,"-","MIMAT0000593","MI0000630",7.41017005688648e-21,4.27937320785194e-19,2.70811344105442,4.25418280717062e-20,9.06140937927342e-18,0.703378879232017,0.0088840537166137,0.0365792902471588,1.87650701124638,5.89096289673506e-11,9.38491330445379e-10,3
"MIMAT0000595","mmu-miR-345-5p","chr12","miRNA",108836989,108837010,"+","MIMAT0000595","MI0000632",0.021544254373808,0.0562341554841769,0.47119669637276,0.0306147106863129,0.156066921241066,-0.0631429753586266,0.740452067391011,0.865159784004234,0.785633471082876,0.0129166283616846,0.0363411901139371,3
"MIMAT0000605","mmu-miR-350-3p","chr1","miRNA",176772342,176772363,"-","MIMAT0000605","MI0000640",7.34994246032515e-11,8.93598267544795e-10,-0.224402400849348,0.125471784606819,0.385302719003932,-1.52889161937699,5.26421219949462e-12,1.58572040362493e-10,1.21454675540255,7.91652436125764e-08,7.61965469771048e-07,2
"MIMAT0000609","mmu-miR-351-5p","chrX","miRNA",53053315,53053338,"-","MIMAT0000609","MI0000643",1.81639179554922e-26,1.67834601908748e-24,1.11891865862815,7.5342390616367e-08,2.46891218481326e-06,-1.28107751104048,3.33486312280024e-09,6.43773576749264e-08,2.50909736752717,1.87508763567404e-29,2.88763495893803e-27,2
"MIMAT0000612","mmu-miR-135b-5p","chr1","miRNA",132198103,132198125,"+","MIMAT0000612","MI0000646",0.569281246670677,0.695788190375272,0.202819347070533,0.316843454633897,0.645025415344662,0.344799327208729,0.365785375819123,0.590756596590724,0.0430650614093241,0.934931523500404,0.955796556860188,NA
"MIMAT0000616","mmu-miR-101b-3p","chr19","miRNA",29135338,29135356,"+","MIMAT0000616","MI0000649",0.288761563584009,0.43884158676254,-0.26800164150736,0.11434724409665,0.373148090666914,-0.128631470196522,0.446984334537453,0.665976659512178,-0.172815616399187,0.414654521021168,0.570149966404106,NA
"MIMAT0000647","mmu-miR-107-3p","chr19","miRNA",34820700,34820722,"-","MIMAT0000647","MI0000684",0.0162102992497117,0.0445783229367073,-0.0887453041086348,0.571289612896359,0.83345676402003,0.590054515249264,0.0352985139872627,0.108086484209273,-0.845472171448199,0.00745686680315283,0.023394099223383,1
"MIMAT0000648","mmu-miR-10a-5p","chr11","miRNA",96317186,96317208,"+","MIMAT0000648","MI0000685",1.75364592967957e-18,6.75153682926636e-17,0.314267884212589,0.0473534244256895,0.197770184366115,-1.64156371045335,1.61604351956032e-13,6.5229392971344e-12,2.13651287736602,8.02692435544885e-21,3.70843905221737e-19,2
"MIMAT0000649","mmu-miR-17-5p","chr14","miRNA",115043684,115043706,"+","MIMAT0000649","MI0000687",0.0515806215951823,0.112939560080446,-0.281202053578561,0.165774329348959,0.448519713686001,0.298899048531405,0.28140541986375,0.488062525076192,-0.958512168101077,0.0137795980190587,0.0378938945524113,NA
"MIMAT0000650","mmu-miR-17-3p","chr14","miRNA",115043721,115043742,"+","MIMAT0000650","MI0000687",0.019947358591765,0.0532698246785863,-0.684945001166893,0.00502209992998953,0.038719297878636,-0.192552582771023,0.34544905358931,0.576614209750578,-0.533020643528686,0.0650332241875257,0.141057979223647,4
"MIMAT0000651","mmu-miR-19a-3p","chr14","miRNA",115044048,115044070,"+","MIMAT0000651","MI0000688",3.54543628702811e-11,4.54997656835274e-10,-0.00933775969190414,0.956040138819106,0.981380961775757,2.22947783882626,9.13872174838932e-09,1.62303698251394e-07,-2.3887253748933,6.00929527892129e-09,6.77144980210155e-08,1
"MIMAT0000652","mmu-miR-25-3p","chr5","miRNA",138165332,138165353,"-","MIMAT0000652","MI0000689",8.56135421466585e-06,4.59923912462282e-05,0.222084750403342,0.116322695481617,0.373148090666914,-0.681153340570352,0.00100351083741261,0.00530427156918092,1.03197827712468,1.17500790225552e-06,8.75570404583955e-06,2
"MIMAT0000653","mmu-miR-28a-5p","chr16","miRNA",24827868,24827889,"+","MIMAT0000653","MI0000690",0.00112908119207223,0.00404368612974705,-0.0906689099725771,0.522358611096274,0.803999993875991,-0.89586443381173,0.00034516475731299,0.0020433753632929,0.752627717776731,0.00326308186928846,0.0110039695154107,2
"MIMAT0000654","mmu-miR-32-5p","chr4","miRNA",56895272,56895293,"-","MIMAT0000654","MI0000691",4.46733486516937e-07,3.12713440561856e-06,-0.671158911186376,0.00420006071763593,0.0350127201950823,0.719262633230542,0.00828124862350207,0.0346874942342917,-1.61378100766717,3.77932504683582e-08,3.72958619452475e-07,1
"MIMAT0000655","mmu-miR-100-5p","chr9","miRNA",41531437,41531458,"+","MIMAT0000655","MI0000692",1.38211369410304e-15,2.7762457681548e-14,-0.0325796993751445,0.811705221518708,0.949928542137282,-1.97642876931264,6.63466571903663e-16,3.68223947406533e-14,1.96807353741922,4.5355180702826e-15,1.10284702551082e-13,2
"MIMAT0000656","mmu-miR-139-5p","chr7","miRNA",101475382,101475403,"+","MIMAT0000656","MI0000693",0.297850350195233,0.445329649806464,-0.145863712424606,0.282243672942706,0.613447983028535,-0.240051705224502,0.133973214337987,0.293025158453527,0.0622586921056116,0.670589449088713,0.768536927902833,NA
"MIMAT0000657","mmu-miR-200c-3p","chr6","miRNA",124718324,124718346,"-","MIMAT0000657","MI0000694",0.000584663867194096,0.00225095588869727,0.751436715661189,0.0132129883119774,0.0879489534515997,-0.463326276312243,0.196808108810527,0.383257896104711,1.87912446556531,0.000234296727728273,0.00107173354663824,3
"MIMAT0000658","mmu-miR-210-3p","chr7","miRNA",141221407,141221428,"-","MIMAT0000658","MI0000695",0.0777941745675274,0.161169993947075,-0.473070334138025,0.0273654259383509,0.146479570183544,-0.0922195086931348,0.618140105545197,0.79564372534569,-0.482348140709282,0.0878810186956148,0.179024749181934,NA
"MIMAT0000659","mmu-miR-212-3p","chr11","miRNA",75173443,75173464,"+","MIMAT0000659","MI0000696",1.22461982997461e-17,4.05872047917638e-16,0.128091816372725,0.372144671987396,0.682251139636805,-2.02134356033311,9.00243667724732e-16,4.44120209410868e-14,2.3090837174581,4.51075781565165e-19,1.48855007916504e-17,2
"MIMAT0000660","mmu-miR-181a-1-3p","chr1","miRNA",137966508,137966529,"+","MIMAT0000660","MI0000697",0.573002623201272,0.698488685802078,-0.015207863618478,0.934531553553795,0.981380961775757,0.319935792932037,0.398303553017788,0.627116232410985,-0.51460234796782,0.351358808758817,0.510305867717849,NA
"MIMAT0000661","mmu-miR-214-3p","chr1","miRNA",162223438,162223459,"+","MIMAT0000661","MI0000698",0.590662142397984,0.714373673311122,0.0331854403605242,0.800823131240671,0.949928542137282,-0.096262366882847,0.45858293664923,0.671982917070159,0.171174054629567,0.320483366272774,0.477623597477489,NA
"MIMAT0000663","mmu-miR-218-5p","chr11","miRNA",35616840,35616860,"+","MIMAT0000663","MI0000701",5.85289125668485e-59,9.01345253529467e-57,-4.7597088337614,2.94796864596685e-60,1.25583464318188e-57,-3.25290987299868,2.54883076850485e-30,2.82920215304039e-28,-1.37617993190109,8.15599721899651e-07,6.38656053419727e-06,4
"MIMAT0000665","mmu-miR-223-3p","chrX","miRNA",96242884,96242905,"+","MIMAT0000665","MI0000703",0.624449124151817,0.743545091129225,-0.152540718748577,0.342687658213464,0.661490874203409,-0.0477030238653064,0.787983723084484,0.900825784571995,-0.159251027954543,0.498575516472335,0.625929045136465,NA
"MIMAT0000666","mmu-miR-320-3p","chr14","miRNA",70443557,70443578,"+","MIMAT0000666","MI0000704",0.588405888847123,0.714373673311122,0.0846733487303146,0.537205667272824,0.811523454816393,-0.0523602094484107,0.68708637878513,0.837617275132988,0.189541909279703,0.307966164119193,0.46421983610219,NA
"MIMAT0000667","mmu-miR-33-5p","chr15","miRNA",82198127,82198147,"+","MIMAT0000667","MI0000707",0.329040554672313,0.468354515549723,0.133488639238774,0.358733978788331,0.669123325136928,-0.0804146525763955,0.58112691743126,0.77251602197449,0.323644789340843,0.141977082011634,0.259262497586461,NA
"MIMAT0000669","mmu-miR-221-3p","chrX","miRNA",19146307,19146329,"-","MIMAT0000669","MI0000709",0.00573845961938282,0.0172153788581485,-0.12088717490349,0.379708070696702,0.688321864326787,-0.716283550865821,0.00148239273834055,0.00747934517980915,0.513252578416003,0.0214621177675778,0.0547817591636516,2
"MIMAT0000670","mmu-miR-222-3p","chrX","miRNA",19146901,19146923,"-","MIMAT0000670","MI0000710",3.03753754532818e-10,3.18941442259458e-09,0.0327566784079923,0.802430381487583,0.949928542137282,-1.32896406515005,1.82670663905045e-09,3.86217975113524e-08,1.4151982036133,3.78096006298806e-10,4.99086728314424e-09,2
"MIMAT0000671","mmu-miR-224-5p","chrX","miRNA",72261085,72261105,"-","MIMAT0000671","MI0000711",0.194349501966747,0.320676678245133,-0.134488153525739,0.498808000555877,0.778359737131149,0.421248021023365,0.270599150825418,0.476721326274948,-0.970934967323166,0.0755931604767266,0.159372619539559,NA
"MIMAT0000672","mmu-miR-199b-5p","chr2","miRNA",32318485,32318507,"+","MIMAT0000672","MI0000714",0.228253216950164,0.362381395982734,-0.187009496975935,0.242419318478951,0.561253422130615,0.0888246501364851,0.594964016766806,0.786202450727566,-0.43866327659867,0.0892168251134884,0.179992022718042,NA
"MIMAT0000673","mmu-miR-181b-5p","chr1","miRNA",137966650,137966673,"+","MIMAT0000673","MI0000723",9.52286839548791e-13,1.5712732852555e-11,-1.5678112885789,1.94312852678074e-13,1.65554550481719e-11,-0.127105858304308,0.34000117235312,0.569662341602964,-1.41851401037451,1.66795474557839e-10,2.4081096639288e-09,4
"MIMAT0000674","mmu-miR-181c-5p","chr8","miRNA",84178924,84178945,"-","MIMAT0000674","MI0000724",2.56664496412256e-05,0.000131754441491625,-0.0579512104633468,0.701170043279587,0.919072118268012,-1.30763867673784,9.52614874814144e-06,8.6318572330098e-05,1.2442273049746,5.20902801575243e-05,0.000264458345415123,2
"MIMAT0000677","mmu-miR-7a-5p","chr13","miRNA",58392841,58392863,"-","MIMAT0000677","MI0000728",0.834328058126729,0.882046134164511,0.0036108166176161,0.977929306008877,0.98954366831302,0.0644918660367391,0.59460295478923,0.786202450727566,-0.0777375826917849,0.613898254911843,0.719850237993075,NA
"MIMAT0000678","mmu-miR-7b-5p","chr17","miRNA",56243017,56243040,"+","MIMAT0000678","MI0000730",0.0297978548066423,0.0740140264552082,0.550731777813183,0.0161329330014963,0.0994357891446632,0.0679892575189895,0.718243896511672,0.85040077346982,0.61310082030645,0.0420534882910202,0.0947742028802504,3
"MIMAT0000704","mmu-miR-361-5p","chrX","miRNA",113074867,113074888,"-","MIMAT0000704","MI0000761",0.762130885202858,0.83635265787107,-0.00744953214254776,0.955032661271809,0.981380961775757,0.0775879884195506,0.545267031194592,0.749531151239625,-0.108618542192575,0.508304185526392,0.636413370496458,NA
"MIMAT0000706","mmu-miR-362-5p","chrX","miRNA",7242019,7242042,"-","MIMAT0000706","MI0000763",0.659188294700946,0.76711584924896,-0.0861025707212822,0.653734333631114,0.889747048328609,0.155654200201495,0.640589803363984,0.808376602724222,-0.414617930133596,0.360742142223257,0.513252101780241,NA
"MIMAT0000708","mmu-miR-363-3p","chrX","miRNA",52741697,52741718,"-","MIMAT0000708","MI0000765",0.769139059425552,0.840052589727199,-0.102359839355609,0.589541853251299,0.848462261773829,0.0631791530526562,0.862801723715943,0.946248788280044,-0.385903459731118,0.47870489205996,0.614337944810282,NA
"MIMAT0000711","mmu-miR-365-3p","chr11","miRNA",79726467,79726488,"+","MIMAT0000711","MI0001645",0.462642006223579,0.610634193983844,-0.124570274494623,0.433578665064831,0.730057356986632,0.0847180248873708,0.650318029846909,0.812301959502024,-0.328289415487865,0.216614531313058,0.353625135924498,NA
"MIMAT0000739","mmu-miR-375-3p","chr1","miRNA",74900661,74900682,"-","MIMAT0000739","MI0000792",0.319101792127267,0.460703212383742,0.31119409701406,0.12944698860552,0.393888693899653,0.205301980978427,0.419098827865349,0.644650624598543,0.213381478918952,0.487165938123178,0.619462257667825,NA
"MIMAT0000740","mmu-miR-376a-3p","chr12","miRNA",109723824,109723844,"+","MIMAT0000740","MI0000793",0.0180277687919459,0.0492830129105266,0.0117753540112293,0.950226057862607,0.981380961775757,1.03201148086719,0.0171579307537216,0.0645603496156983,-1.20356346343813,0.0193371015760804,0.0504731125884132,1
"MIMAT0000742","mmu-miR-378a-5p","chr18","miRNA",61397875,61397896,"-","MIMAT0000742","MI0000795",0.623762230953538,0.743545091129225,-0.168596164292391,0.337391953240093,0.661490874203409,-0.13409497759186,0.557699442473603,0.755927653176781,-0.101178633102138,0.717970138231015,0.803153035987237,NA
"MIMAT0000743","mmu-miR-379-5p","chr12","miRNA",109709065,109709085,"+","MIMAT0000743","MI0000796",5.05831184590724e-12,7.30293772752858e-11,-0.159078159751444,0.331454916778721,0.65370275253581,1.65519732268464,4.31916364779807e-08,6.61278848145635e-07,-2.0480711363497,1.0612420084184e-10,1.63431269296434e-09,1
"MIMAT0000745","mmu-miR-380-3p","chr12","miRNA",109711842,109711863,"+","MIMAT0000745","MI0000797",0.739846880726325,0.823103317191483,0.00587337553345338,0.973912325637735,NA,0.246823035060723,0.502080626836354,NA,-0.355407772133978,0.519769564582367,0.647260212498797,NA
"MIMAT0000746","mmu-miR-381-3p","chr12","miRNA",109726870,109726891,"+","MIMAT0000746","MI0000798",0.180262398389094,0.300654252908885,-0.0561583176837058,0.769538089466421,0.949928542137282,0.555756599023133,0.165911873903785,0.332776418503271,-0.936695712315065,0.0922074715937085,0.182050649043988,NA
"MIMAT0000747","mmu-miR-382-5p","chr12","miRNA",109733781,109733802,"+","MIMAT0000747","MI0000799",1.7796594588167e-06,1.12630502736071e-05,-0.223869302663243,0.271286820673963,0.598798889156002,1.51850849774456,0.000252759993317207,0.00158063995820901,-2.24034204732075,1.96573716943635e-06,1.39718549581476e-05,1
"MIMAT0000748","mmu-miR-383-5p","chr8","miRNA",38252178,38252199,"-","MIMAT0000748","MI0000800",0.315267526998501,0.460616504204771,0.103639377849757,0.563036532682716,0.827081251458058,0.58260936729323,0.136070043035893,0.293277180135614,-0.524339538146265,0.352354051519467,0.510305867717849,NA
"MIMAT0000766","mmu-miR-335-5p","chr6","miRNA",30741314,30741336,"+","MIMAT0000766","MI0000817",1.18625270817914e-11,1.61190809170224e-10,1.30503869575628,0.000293794282482154,0.00338260444155128,3.63940710212609,8.97945831697903e-14,3.98687949273869e-12,-1.69456342605372,0.000106487258964813,0.00050201136369126,1
"MIMAT0000769","mmu-miR-133b-3p","chr1","miRNA",20682834,20682855,"+","MIMAT0000769","MI0000821",3.8878562136692e-06,2.32129650854878e-05,-0.329536988244824,0.110030708341163,0.363357222894074,2.48097379589473,0.000874645519030115,0.00485428263061714,-6.21512450822328,1.18520607352839e-05,7.39952981040698e-05,1
"MIMAT0000904","mmu-miR-215-5p","chr1","miRNA",185313610,185313630,"+","MIMAT0000904","MI0000974",0.9925604585741,0.994713518137168,0.0212313704739096,0.910725649897804,0.974796801146896,0.00479799179790959,0.988584876548486,0.999295612526732,0.0429386474378573,0.923251801204098,0.955796556860188,NA
"MIMAT0001076","mmu-miR-384-3p","chrX","miRNA",105344292,105344313,"-","MIMAT0001076","MI0001146",5.18057776401326e-11,6.46872142425439e-10,7.46907716714015,4.68338809787192e-07,1.2469520810584e-05,0,1,1,6.53270395672886,2.71021465003902e-06,1.81466546133047e-05,3
"MIMAT0001081","mmu-miR-196b-5p","chr6","miRNA",52230129,52230150,"-","MIMAT0001081","MI0001151",0.00261732811496446,0.00863718277938271,-0.828584137031419,0.000861777140678092,0.008537606091369,-0.0864353991085283,0.610141001523576,0.792152980396914,-0.809967360197001,0.00477031242836596,0.0154117786147208,4
"MIMAT0001090","mmu-miR-409-3p","chr12","miRNA",109743204,109743225,"+","MIMAT0001090","MI0001160",0.318044729093771,0.460616504204771,-0.0434882603440008,0.813544315452778,0.949928542137282,0.391194918697832,0.249823738966279,0.456153097230391,-0.605016468971667,0.164403510310366,0.290929394420773,NA
"MIMAT0001091","mmu-miR-410-3p","chr12","miRNA",109743764,109743784,"+","MIMAT0001091","MI0001161",3.69887826979524e-09,3.3507485502851e-08,-0.568944186913215,0.0275079005039519,0.146479570183544,1.4581465879939,9.09335084542915e-05,0.000684313182266194,-2.54038903347241,1.14828465068172e-09,1.43380407733772e-08,1
"MIMAT0001093","mmu-miR-411-3p","chr12","miRNA",109710225,109710246,"+","MIMAT0001093","MI0001163",0.317516997381688,0.460616504204771,-0.359258666495771,0.125720840238372,0.385302719003932,-0.190896694004038,0.59889451746175,0.786713508145021,-0.510009281396158,0.324141618221367,0.481522275299908,NA
"MIMAT0001342","mmu-miR-425-3p","chr9","miRNA",108568830,108568850,"+","MIMAT0001342","MI0001447",0.286122814168512,0.437868945977392,0.132729960719726,0.373156139754402,0.682251139636805,0.332561196947381,0.113059701178074,0.261450558974297,-0.139694915686183,0.486884408623753,0.619462257667825,NA
"MIMAT0001537","mmu-miR-429-3p","chr4","miRNA",156053916,156053937,"-","MIMAT0001537","MI0001642",0.870007500082252,0.911436428657597,-0.0849320676455999,0.648149228888901,0.887818557899266,0.00362255841412812,0.990292949350816,0.999295612526732,-0.181968907369847,0.642243833741627,0.741791627971579,NA
"MIMAT0001542","mmu-miR-449a-5p","chr13","miRNA",113037549,113037570,"+","MIMAT0001542","MI0001649",0.49991779921703,0.640190179651924,-0.032370501852575,0.82785132062639,0.952141321282372,-0.233143872800715,0.261291982948454,0.467386707477475,0.216448926874384,0.364642104468874,0.513252101780241,NA
"MIMAT0001546","mmu-miR-450a-5p","chrX","miRNA",53048206,53048227,"-","MIMAT0001546","MI0001653",8.29637725061329e-06,4.56300748783731e-05,-0.0390181190410358,0.789315613365909,0.949928542137282,-1.28124112721986,4.28250947581161e-06,4.13355262447903e-05,1.2508187552085,1.48892097629659e-05,8.59851863811281e-05,2
"MIMAT0001632","mmu-miR-451a","chr11","miRNA",78073186,78073207,"+","MIMAT0001632","MI0001730",1.01206834621663e-10,1.16893893988021e-09,-0.120028911272146,0.407182952365278,0.705121697998409,1.31738437462887,1.79257455994036e-07,2.34089148415742e-06,-1.57423467657903,1.45970808484583e-09,1.7746977242073e-08,1
"MIMAT0002889","mmu-miR-532-5p","chrX","miRNA",7248456,7248477,"-","MIMAT0002889","MI0003206",0.17557740095731,0.293901301602454,0.284488675771305,0.081258971946403,0.295866000420237,0.0479632713302906,0.723362585567177,0.85191774003137,0.29189590222087,0.16498593363256,0.290929394420773,NA
"MIMAT0003127","mmu-miR-484","chr16","miRNA",14159630,14159651,"+","MIMAT0003127","MI0003491",0.0256223419768937,0.0650413296336533,-0.117296657023948,0.399189678416979,0.698484187586024,0.345388069619631,0.0748440292984655,0.19663165093798,-0.615452272968545,0.00867547907889244,0.0265047946279623,1
"MIMAT0003151","mmu-miR-378a-3p","chr18","miRNA",61397838,61397858,"-","MIMAT0003151","MI0000795",0.515397370950472,0.65236598734005,-0.0475300413079752,0.744600673874759,0.944047282948355,0.139146632628296,0.431614486577166,0.654090527079623,-0.258384080068772,0.26604870552333,0.415251695783036,NA
"MIMAT0003171","mmu-miR-542-5p","chrX","miRNA",53049453,53049474,"-","MIMAT0003171","MI0003522",1.60170375025663e-07,1.19352763325574e-06,-0.108154796191199,0.447235669658834,0.737779893039801,-1.3603394833975,4.06750057205907e-08,6.4498937642651e-07,1.20433857272081,2.24888909724701e-06,1.54310644306028e-05,2
"MIMAT0003172","mmu-miR-542-3p","chrX","miRNA",53049415,53049436,"-","MIMAT0003172","MI0003522",0.0333679132884759,0.080711915912439,-0.0474004011256061,0.791982471185448,0.949928542137282,0.765071390943275,0.0407950604520849,0.121563804300172,-1.01606175553946,0.0208093513825783,0.0540107884199505,1
"MIMAT0003182","mmu-miR-494-3p","chr12","miRNA",109715367,109715388,"+","MIMAT0003182","MI0003532",3.45191420810192e-09,3.18956872828617e-08,-0.172173839437214,0.395038060178792,0.698484187586024,2.52114807182068,1.80244068820316e-06,1.81882651264137e-05,-3.31054075294159,1.94266979410811e-08,1.99447432195099e-07,1
"MIMAT0003183","mmu-miR-376c-3p","chr12","miRNA",109722770,109722790,"+","MIMAT0003183","MI0003533",1.11053960374156e-06,7.32956138469431e-06,-0.156715331483741,0.401710389574122,0.698484187586024,1.52129404743652,9.95701511920534e-05,0.000724740116873306,-2.03968373820776,2.14856077227768e-06,1.50399254059438e-05,1
"MIMAT0003184","mmu-miR-487b-3p","chr12","miRNA",109727382,109727403,"+","MIMAT0003184","MI0003534",3.30863473345978e-05,0.000164364435146067,-0.146889531651425,0.400078047497572,0.698484187586024,1.14571649659152,0.000889207924324092,0.0048741767703691,-1.54432525211094,3.00907765051872e-05,0.000154465986059961,1
